Planet_Name,Host_Star,Default_Flag,Num_Stars,Num_Planets,Discovery_Method,Discovery_Year,Discovery_Facility,Solar_System_Type,Controversial_Flag,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Orbital_Period_Limit_Flag,Semi_Major_Axis_AU,Semi_Major_Axis_Error_Upper,Semi_Major_Axis_Error_Lower,Semi_Major_Axis_Limit_Flag,Planet_Radius_Earth,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,Planet_Mass_Earth,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,Orbital_Eccentricity,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,Insolation_Flux,pl_insolerr1,pl_insolerr2,pl_insollim,Equilibrium_Temperature,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,st_tefferr1,st_tefferr2,st_tefflim,Star_Radius_Solar,st_raderr1,st_raderr2,st_radlim,Star_Mass_Solar,st_masserr1,st_masserr2,st_masslim,Star_Metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,Star_Surface_Gravity,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,System_Distance_PC,sy_disterr1,sy_disterr2,System_Visual_Magnitude,sy_vmagerr1,sy_vmagerr2,System_Infrared_Magnitude,sy_kmagerr1,sy_kmagerr2,System_Gaia_Magnitude,sy_gaiamagerr1,sy_gaiamagerr2,Row_Last_Update,Publication_Date,Release_Date,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index,Solar_System_Type_Index
WASP-67 b,WASP-67,1,1,1,Transit,2012,SuperWASP,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.61442,1.0E-5,-1.0E-5,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,12.89,1.233,-1.233,0,1.15,0.11,-0.11,0,136.6669,28.6047,-28.6047,0,0.43,0.09,-0.09,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5200.0,100.0,-100.0,0,0.88,0.08,-0.08,0,0.91,0.28,-0.28,0,-0.07,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.35,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,295.7438485,-19d56m59.03s,-19.9497314,189.469,1.557,-1.533,12.537,0.039,-0.039,10.129,0.021,-0.021,11.9141,2.14E-4,-2.14E-4,25/4/2018,2017-03,,2012-01-01,0.0,3.0,0.0
WASP-171 b,WASP-171,1,1,1,Transit,2019,WASP-South,Published Confirmed,false,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.8186244,3.8E-6,-3.8E-6,false,0.0504,8.3E-4,-8.3E-4,false,10.985,0.785,-0.448,0,0.98,0.07,-0.04,0,344.52772,29.87602,-29.87602,0,1.084,0.094,-0.094,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1642,51,-35,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G0,5965.0,100.0,-100.0,0,1.64,0.09,-0.05,0,1.17,0.06,-0.06,0,0.04,0.07,-0.07,0,[Fe/H],4.08,0.02,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035,757.84,19.761,-18.798,12.612,0.08,-0.08,11.104,0.021,-0.021,12.4407,2.01E-4,-2.01E-4,4/9/2019,2019-10,,2019-01-01,0.0,10.0,0.0
WASP-75 b,WASP-75,1,2,1,Transit,2013,SuperWASP,Published Confirmed,false,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.484193,3.0E-6,-3.0E-6,false,0.0375,7.0E-4,-8.0E-4,false,14.235,0.538,-0.538,0,1.27,0.048,-0.048,0,340.06,15.89,-15.89,0,1.07,0.05,-0.05,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1710,20,-20,0,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,F9,6100.0,100.0,-100.0,0,1.26,0.04,-0.04,0,1.14,0.07,-0.07,0,0.07,0.09,-0.09,0,[Fe/H],4.29,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.001,4.412,-4.286,11.591,0.057,-0.057,10.062,0.025,-0.025,11.3347,4.31E-4,-4.31E-4,14/5/2014,2013-11,,2013-01-01,0.0,3.0,0.0
TOI-908 b,TOI-908,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,3.183792,7.0E-6,-7.0E-6,false,0.041657,2.0E-6,-2.0E-6,false,3.186,0.155,-0.155,0,0.284,0.014,-0.014,0,16.137,4.112,-4.039,0,0.05077,0.01294,-0.01271,0,Mass,0.132,0.091,-0.091,0,80.88,0.01,-0.01,0,1317,38,-38,0,0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,G V,5626.0,61.0,-61.0,0,1.03,0.03,-0.03,0,0.95,0.01,-0.01,0,0.08,0.04,-0.04,0,[Fe/H],4.45,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,0.638,-0.634,11.316,0.012,-0.012,9.637,0.021,-0.021,11.1061,4.04E-4,-4.04E-4,10/7/2023,2023-06,,2023-01-01,0.0,0.0,0.0
TOI-762 A b,TOI-762 A,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,3.4716826,7.2E-7,-7.2E-7,false,0.03418,6.5E-4,-6.5E-4,false,8.339,0.191,-0.191,0,0.744,0.017,-0.017,0,79.77493,13.34879,-13.34879,0,0.251,0.042,-0.042,0,Mass,0.083,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,555,6,-6,0,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,Unknown,3266.0,36.0,-36.0,0,0.42,0.01,-0.01,0,0.44,0.03,-0.03,0,0.357,0.085,-0.085,0,[Fe/H],4.83,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m17.94s,166.0747423,-47d49m17.39s,-47.8214964,98.4458,0.4327,-0.4291,16.0,0.2,-0.2,11.084,0.027,-0.027,14.9535,4.71E-4,-4.71E-4,22/7/2024,2024-07,,2024-01-01,0.0,0.0,0.0
WASP-53 b,WASP-53,1,1,2,Transit,2017,Multiple Facilities,Published Confirmed,false,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,3.3098443,2.0E-6,-2.0E-6,false,0.04101,8.3E-4,-9.1E-4,false,12.038,0.415,-0.415,0,1.074,0.037,-0.037,0,677.61356,29.24036,-29.87602,0,2.132,0.092,-0.094,0,Mass,0.03,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,1053,16,-16,0,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,Unknown,4953.0,60.0,-60.0,0,0.8,0.02,-0.02,0,0.84,0.05,-0.05,0,0.22,0.11,-0.11,0,[Fe/H],4.55,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h07m38.20s,31.9091639,-20d39m42.63s,-20.661843,201.338,1.38,-1.362,12.591,0.069,-0.069,10.39,0.023,-0.023,12.3473,3.29E-4,-3.29E-4,31/1/2017,2017-05,,2017-01-01,0.0,26.0,0.0
WASP-138 b,WASP-138,1,1,1,Transit,2016,SuperWASP,Published Confirmed,false,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,3.634433,5.0E-6,-5.0E-6,false,0.0494,7.0E-4,-7.0E-4,false,12.218,0.56,-0.56,0,1.09,0.05,-0.05,0,387.7526,25.4264,-25.4264,0,1.22,0.08,-0.08,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1590,31,-31,0,0,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,Unknown,6272.0,96.0,-96.0,0,1.36,0.05,-0.05,0,1.22,0.05,-0.05,0,-0.09,0.1,-0.1,0,[Fe/H],4.25,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.234,7.647,-7.379,11.796,0.057,-0.057,10.494,0.019,-0.019,11.6873,4.99E-4,-4.99E-4,30/11/2016,2017-03,,2016-01-01,0.0,3.0,0.0
WASP-153 b,WASP-153,1,1,1,Transit,2017,SuperWASP,Published Confirmed,false,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,3.332609,2.0E-6,-2.0E-6,false,0.048,0.001,-0.001,false,17.374,1.121,-0.897,0,1.55,0.1,-0.08,0,123.9537,6.3566,-6.3566,0,0.39,0.02,-0.02,0,Mass,0.009,0.04802127868852457,-0.04109831850117093,1,1400.0,200.0,-100.0,0,1700,40,-40,0,0,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,G0,5914.0,64.0,-64.0,0,1.73,0.1,-0.09,0,1.34,0.09,-0.09,0,0.34,0.11,-0.11,0,[Fe/H],4.1,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h37m02.99s,279.2624729,+40d01m07.29s,40.0186905,610.176,9.017,-8.762,12.591,0.103,-0.103,11.051,0.017,-0.017,12.4967,1.4E-4,-1.4E-4,23/10/2017,2018-03,,2017-01-01,0.0,3.0,0.0
WASP-74 b,WASP-74,1,1,1,Transit,2015,SuperWASP,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.13775,1.0E-6,-1.0E-6,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,15.244,1.121,-1.121,0,1.36,0.1,-0.1,0,228.8376,38.1396,-38.1396,0,0.72,0.12,-0.12,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5990.0,110.0,-110.0,0,1.42,0.1,-0.1,0,0.98,0.24,-0.24,0,0.39,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.39,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h18m09.32s,304.538843,-01d04m33.61s,-1.0760033,149.216,1.149,-1.132,9.75,0.005,-0.005,8.221,0.023,-0.023,9.5723,2.51E-4,-2.51E-4,25/4/2018,2017-03,,2015-01-01,0.0,3.0,0.0
WASP-172 b,WASP-172,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,false,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,5.477433,7.0E-6,-7.0E-6,false,0.0694,0.0011,-0.0011,false,17.598,1.121,-1.121,0,1.57,0.1,-0.1,0,149.3801,31.783,-31.783,0,0.47,0.1,-0.1,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1740,60,-60,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,F1 V,6900.0,140.0,-140.0,0,1.91,0.1,-0.1,0,1.49,0.07,-0.07,0,-0.1,0.08,-0.08,0,Unknown,4.05,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m44.10s,199.433742,-47d14m15.27s,-47.2375748,538.11,15.269,-14.463,10.988,0.009,-0.009,10.13,0.019,-0.019,11.0099,5.36E-4,-5.36E-4,24/10/2018,2019-01,,2018-01-01,0.0,7.0,0.0
WASP-156 b,WASP-156,1,1,1,Transit,2017,SuperWASP,Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.8361623,1.5E-6,-1.5E-6,false,0.0458,8.0E-4,-9.0E-4,false,6.028,0.128,-0.12,0,0.538,0.011,-0.011,0,41.8,2.9,-2.9,0,0.13152,0.00912,-0.00912,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,934,14,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,4987.0,57.0,-56.0,0,0.83,0.01,-0.01,0,0.87,0.03,-0.03,0,0.305,0.058,-0.059,0,[Fe/H],4.54,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h11m07.70s,32.782085,+02d25m05.50s,2.4181937,122.066,0.648,-0.641,11.559,0.019,-0.019,9.339,0.023,-0.023,11.3227,8.58E-4,-8.58E-4,22/7/2024,2024-06,,2017-01-01,0.0,3.0,0.0
WASP-34 b,WASP-34,1,1,1,Transit,2010,SuperWASP,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.31768,5.0E-6,-5.0E-6,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,11.209,0.897,-0.897,0,1.0,0.08,-0.08,0,177.9848,54.0311,-54.0311,0,0.56,0.17,-0.17,0,Mass,0.04,0.01,-0.01,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5700.0,100.0,-100.0,0,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0,-0.02,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.5,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m35.85s,165.3993679,-23d51m39.40s,-23.8609457,132.096,0.857,-0.846,10.285,0.009,-0.009,8.792,0.021,-0.021,10.2046,2.37E-4,-2.37E-4,25/4/2018,2017-03,,2010-01-01,0.0,3.0,0.0
WASP-175 b,WASP-175,1,1,1,Transit,2019,WASP-South,Published Confirmed,false,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.0652907,1.1E-6,-1.6E-6,false,0.04403,5.5E-4,-5.5E-4,false,13.54,0.908,-0.908,0,1.208,0.081,-0.081,0,314.6517,41.3179,-41.3179,0,0.99,0.13,-0.13,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1571,49,-49,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F7,6229.0,100.0,-100.0,0,1.2,0.06,-0.06,0,1.21,0.04,-0.04,0,0.15,0.069,-0.069,0,[Fe/H],4.36,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m16.51s,166.3187996,-34d07m21.88s,-34.1227453,539.36,11.942,-11.444,12.959,0.16,-0.16,11.471,0.027,-0.027,12.7065,2.34E-4,-2.34E-4,4/9/2019,2019-10,,2019-01-01,0.0,10.0,0.0
WASP-20 b,WASP-20,1,2,1,Transit,2015,SuperWASP,Published Confirmed,false,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,4.8996284,3.3E-6,-3.3E-6,false,0.06,6.9E-4,-6.9E-4,false,16.388,0.661,-0.661,0,1.462,0.059,-0.059,0,98.841,5.403,-5.403,0,0.311,0.017,-0.017,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1379,31,-31,0,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,F9,5940.0,100.0,-100.0,0,1.39,0.04,-0.04,0,1.2,0.04,-0.04,0,-0.008,0.06,-0.06,0,[Fe/H],4.23,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m38.53s,5.1605621,-23d56m08.84s,-23.9357894,211.877,7.808041317204307,-7.289089382616482,10.675,0.007,-0.007,9.39,0.024,-0.024,10.6503,7.27E-4,-7.27E-4,5/3/2015,2015-03,,2015-01-01,0.0,3.0,0.0
WASP-94 A b,WASP-94 A,1,2,2,Transit,2014,SuperWASP,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.95019,4.0E-6,-4.0E-6,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,17.71,1.457,-1.457,0,1.58,0.13,-0.13,0,158.915,41.3179,-41.3179,0,0.5,0.13,-0.13,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6170.0,80.0,-80.0,0,1.48,0.12,-0.12,0,1.67,0.64,-0.64,0,0.26,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.27,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m07.98s,313.7832393,-34d08m08.70s,-34.1357512,211.211,2.513,-2.454,10.051,0.006,-0.006,8.874,0.024,-0.024,10.0285,3.65E-4,-3.65E-4,25/4/2018,2017-03,,2014-01-01,0.0,3.0,0.0
TOI-733 b,TOI-733,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,4.884765,1.9E-5,-2.4E-5,false,0.0618,0.0036,-0.0039,false,1.992,0.085,-0.09,0,0.178,0.008,-0.008,0,5.72,0.7,-0.68,0,0.018,0.0022,-0.00214,0,Mass,0.046,0.056,-0.033,0,207.1,29.9,-23.5,0,1056,36,-31,0,0,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,G,5585.0,60.0,-60.0,0,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0,-0.04,0.05,-0.05,0,[Fe/H],4.47,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756,9.44,0.003,-0.003,7.845,0.024,-0.024,9.28881,1.18E-4,-1.18E-4,17/4/2023,2023-04,,2023-01-01,0.0,0.0,0.0
WASP-170 b,WASP-170,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,false,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,2.34478022,3.6E-6,-3.6E-6,false,0.0337,0.0018,-0.0018,false,12.285,0.953,-0.953,0,1.096,0.085,-0.085,0,508.528,63.566,-63.566,0,1.6,0.2,-0.2,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,680.0,170.0,-180.0,0,1422,42,-42,0,0,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,Unknown,5600.0,150.0,-150.0,0,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0,0.22,0.09,-0.09,0,[Fe/H],4.47,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m39.91s,135.4163028,-20d43m13.33s,-20.7203686,305.603,3.71,-3.623,12.613,0.034,-0.034,10.724,0.023,-0.023,12.4693,5.31E-4,-5.31E-4,11/12/2018,2019-02,,2018-01-01,0.0,7.0,0.0
WASP-42 b,WASP-42,1,1,1,Transit,2012,SuperWASP,Published Confirmed,false,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,4.9816819,1.1E-6,-1.1E-6,false,0.0561,0.0012,-0.0012,false,12.576,0.437,-0.437,0,1.122,0.039,-0.039,0,167.49641,8.89924,-8.89924,0,0.527,0.028,-0.028,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1021,19,-19,0,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,Unknown,5315.0,79.0,-79.0,0,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0,0.29,0.05,-0.05,0,[Fe/H],4.51,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h51m55.49s,192.981203,-42d04m25.02s,-42.0736165,177.291,1.32,-1.301,12.169,0.046,-0.046,10.033,0.022,-0.022,11.9686,2.08E-4,-2.08E-4,24/2/2016,2016-04,,2012-01-01,0.0,3.0,0.0
TOI-969 b,TOI-969,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,1.8237305,2.0E-6,-2.1E-6,false,0.02636,1.7E-4,-1.7E-4,false,2.765,0.088,-0.097,0,0.247,0.008,-0.009,0,9.1,1.0,-1.0,0,0.02863,0.00315,-0.00315,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,188.0,26.0,-24.0,0,941,31,-31,0,0,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,K V,4435.0,80.0,-80.0,0,0.67,0.01,-0.01,0,0.73,0.01,-0.01,0,0.175,0.019,-0.019,0,[Fe/H],4.55,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554,0.3267,-0.324,11.646,0.031,-0.031,8.879,0.023,-0.023,11.2667,0.001527,-0.001527,31/10/2022,2022-10,,2022-01-01,0.0,0.0,0.0
