Planet_Name,Host_Star,Default_Flag,Num_Stars,Num_Planets,Discovery_Method,Discovery_Year,Discovery_Facility,Solar_System_Type,Controversial_Flag,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Orbital_Period_Limit_Flag,Semi_Major_Axis_AU,Semi_Major_Axis_Error_Upper,Semi_Major_Axis_Error_Lower,Semi_Major_Axis_Limit_Flag,Planet_Radius_Earth,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,Planet_Mass_Earth,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,Orbital_Eccentricity,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,Insolation_Flux,pl_insolerr1,pl_insolerr2,pl_insollim,Equilibrium_Temperature,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,st_tefferr1,st_tefferr2,st_tefflim,Star_Radius_Solar,st_raderr1,st_raderr2,st_radlim,Star_Mass_Solar,st_masserr1,st_masserr2,st_masslim,Star_Metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,Star_Surface_Gravity,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,System_Distance_PC,sy_disterr1,sy_disterr2,System_Visual_Magnitude,sy_vmagerr1,sy_vmagerr2,System_Infrared_Magnitude,sy_kmagerr1,sy_kmagerr2,System_Gaia_Magnitude,sy_gaiamagerr1,sy_gaiamagerr2,Row_Last_Update,Publication_Date,Release_Date,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index,Solar_System_Type_Index
HD 28109 d,HD 28109,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,84.25999,0.00744,-0.00662,false,0.411,0.016,-0.016,false,3.25,0.11,-0.11,0,0.29,0.01,-0.01,0,5.681,2.738,-2.11,0,0.01787,0.00861,-0.00664,0,Mass,0.0864,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,506,9,-8,0,1,<a refstr=DRANSFIELD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1364D/abstract target=ref>Dransfield et al. 2022</a>,F8/G0 V,6120.0,50.0,-50.0,0,1.45,0.04,-0.04,0,1.26,0.08,-0.08,0,0.0,0.1,-0.1,0,[Fe/H],4.13,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,0.429,-0.427,9.42,0.03,-0.03,8.175,0.023,-0.023,9.29976,3.23E-4,-3.23E-4,8/6/2022,2022-05,,2022-01-01,0.0,0.0,0.0
Kepler-11 c,Kepler-11,1,1,6,Transit,2010,Kepler,Published Confirmed,false,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,13.0241,0.0013,-8.0E-4,false,0.107,0.001,-0.001,false,2.87,0.05,-0.06,0,0.256,0.004,-0.005,0,2.9,2.9,-1.6,0,0.009,0.009,-0.005,0,Mass,0.026,0.063,-0.013,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,Unknown,5663.0,55.0,-66.0,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,0.06199999999999998,0.08140913811007251,-0.0808961578400829,0,Unknown,4.37,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.346,6.375,-6.375,13.817,0.092,-0.092,12.18,0.02,-0.02,13.7062,2.71E-4,-2.71E-4,14/5/2014,2013-06,,2010-01-01,0.0,1.0,0.0
Kepler-408 b,Kepler-408,1,1,1,Transit,2014,Kepler,Published Confirmed,false,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.46502,0.013030851033519556,-0.009756004813780271,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,0.82,0.03,-0.03,0,0.073,0.003,-0.003,0,5.0,29.73406869479874,-29.30560558390571,1,0.01573,0.09352044160942088,-0.09218208047104992,1,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,6104.0,74.0,-74.0,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,-0.2,0.1,-0.1,0,[Fe/H],4.29,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m08.69s,284.7862158,+48d25m23.74s,48.4232622,88.7832,0.2629,-0.2614,8.834,0.002,-0.002,7.486,0.018,-0.018,8.6992,2.6E-4,-2.6E-4,12/10/2016,2014-02,,2014-01-01,0.0,1.0,0.0
TOI-1775 b,TOI-1775,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.2405549,9.6E-6,-9.6E-6,false,0.08,0.002,-0.002,false,8.047,0.143,-0.128,0,0.718,0.013,-0.011,0,96.0,15.0,-15.0,0,0.30205,0.0472,-0.0472,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,708,9,-8,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5284.0,50.0,-51.0,0,0.83,0.01,-0.01,0,0.92,0.01,-0.02,0,0.162,0.033,-0.047,0,[Fe/H],4.57,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m27.62s,150.1151015,+39d27m27.90s,39.4577506,149.234,0.953,-0.942,11.648,0.02,-0.02,9.722,0.013,-0.013,11.4501,0.00133,-0.00133,23/7/2024,2024-06,,2024-01-01,0.0,0.0,0.0
HATS-31 b,HATS-31,1,1,1,Transit,2016,HATSouth,Published Confirmed,false,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,3.37796,1.2E-5,-1.2E-5,false,0.0478,0.0012,-0.0012,false,18.383,2.466,-2.466,0,1.64,0.22,-0.22,0,279.6904,38.1396,-38.1396,0,0.88,0.12,-0.12,0,Mass,0.233,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,1823,81,-81,0,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,Unknown,6050.0,120.0,-120.0,0,1.87,0.18,-0.18,0,1.27,0.1,-0.1,0,0.0,0.07,-0.07,0,[Fe/H],4.0,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.974,20.317,-19.321,13.315,0.092,-0.092,11.572,0.023,-0.023,12.9613,3.94E-4,-3.94E-4,30/11/2016,2016-12,,2016-01-01,0.0,4.0,0.0
HD 235088 b,HD 235088,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.434151,1.8E-5,-1.8E-5,false,0.071,0.001,-0.001,false,2.075,0.093,-0.071,0,0.185,0.008,-0.006,0,4.2,2.4,-2.4,0,0.01321,0.00755,-0.00755,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,754,16,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5087.0,63.0,-60.0,0,0.8,0.03,-0.02,0,0.85,0.02,-0.02,0,0.105,0.058,-0.059,0,[Fe/H],4.56,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m27.71s,300.6154535,+53d22m38.79s,53.3774418,41.1706,0.0414,-0.0414,9.19,0.03,-0.03,7.084,0.016,-0.016,8.94271,3.87E-4,-3.87E-4,23/7/2024,2024-06,,2023-01-01,0.0,0.0,0.0
K2-138 b,K2-138,1,1,6,Transit,2017,K2,Published Confirmed,false,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2.35309,2.2E-4,-2.2E-4,false,0.03385,2.3E-4,-2.9E-4,false,1.51,0.11,-0.084,0,0.135,0.01,-0.007,0,3.1,1.05,-1.05,0,0.00975,0.0033,-0.0033,0,Mass,0.048,0.054,-0.033,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,Unknown,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,3.64E-4,-3.64E-4,12/3/2021,2019-11,,2017-01-01,0.0,2.0,0.0
Kepler-106 c,Kepler-106,1,1,4,Transit,2014,Kepler,Published Confirmed,false,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,13.5708,0.013030851033519556,-0.009756004813780271,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,2.5,0.32,-0.32,0,0.223,0.029,-0.029,0,10.44,3.2,-3.2,0,0.033,0.01,-0.01,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,5858.0,114.0,-114.0,0,1.04,0.17,-0.17,0,1.0,0.06,-0.06,0,-0.12,0.11,-0.11,0,[Fe/H],4.41,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.864006,+44d20m15.18s,44.3375497,444.322,6.101,-5.941,12.923,0.08,-0.08,11.431,0.018,-0.018,12.8391,1.86E-4,-1.86E-4,14/5/2014,2014-02,,2014-01-01,0.0,1.0,0.0
Kepler-412 b,Kepler-412,1,1,1,Transit,2014,Kepler,Published Confirmed,false,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.7208604,3.0E-7,-3.0E-7,false,0.02897,9.3E-4,-9.2E-4,false,15.031,0.493,-0.516,0,1.341,0.044,-0.046,0,299.07803,39.72875,-6.03877,0,0.941,0.125,-0.019,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1850,30,-30,0,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,Unknown,5750.0,90.0,-90.0,0,1.29,0.04,-0.04,0,1.17,0.09,-0.09,0,0.27,0.12,-0.12,0,[Fe/H],4.3,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.24,19.16,-19.16,14.399,0.092,-0.092,12.837,0.031,-0.031,14.2486,2.74E-4,-2.74E-4,7/10/2015,2015-05,,2014-01-01,0.0,1.0,0.0
TOI-3023 b,TOI-3023,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.9014971,3.1E-6,-3.1E-6,false,0.0505,0.0015,-9.0E-4,false,16.432,0.482,-0.359,0,1.466,0.043,-0.032,0,197.05361,31.78284,-28.60456,0,0.62,0.1,-0.09,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,1084.0,68.0,-65.0,0,1596,24,-25,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5760.0,85.0,-88.0,0,1.67,0.05,-0.03,0,1.12,0.11,-0.06,0,0.085,0.084,-0.083,0,[Fe/H],4.05,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.916,3.196,-3.146,12.252,0.08,-0.08,10.243,0.023,-0.023,12.0336,1.47E-4,-1.47E-4,27/2/2023,2023-03,,2023-01-01,0.0,0.0,0.0
Kepler-289 b,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,false,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,34.5383,6.0E-4,-6.0E-4,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,2.49,0.07,-0.07,0,0.222,0.006,-0.006,0,3.7,3.79,-1.96,0,0.01164,0.01192,-0.00617,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,Unknown,5990.0,38.0,-38.0,0,1.0,0.02,-0.02,0,1.08,0.02,-0.02,0,0.05,0.04,-0.04,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.508,0.022,-0.022,13.9628,3.65E-4,-3.65E-4,13/9/2024,2023-02,,2014-01-01,0.0,1.0,0.0
TOI-1064 b,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,2.5E-5,-2.5E-5,false,0.06152,8.6E-4,-8.9E-4,false,2.587,0.043,-0.042,0,0.231,0.004,-0.004,0,13.5,1.7,-1.8,0,0.04248,0.00535,-0.00566,0,Mass,0.047,0.038,-0.03,0,62.9,4.2,-4.0,0,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,Unknown,4734.0,67.0,-67.0,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,[Fe/H],4.6,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,31/1/2022,2022-01,,2022-01-01,0.0,0.0,0.0
TOI-2088 b,TOI-2088,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,124.72997,6.5E-4,-6.5E-4,false,0.472,0.009,-0.009,false,3.683,0.193,-0.141,0,0.329,0.017,-0.013,0,37.0,29.73406869479874,-29.30560558390571,1,0.11642,0.09352044160942088,-0.09218208047104992,1,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,300,7,-5,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5081.0,56.0,-54.0,0,0.85,0.03,-0.02,0,0.9,0.02,-0.03,0,0.339,0.058,-0.059,0,[Fe/H],4.53,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h25m29.97s,261.3748943,+75d52m56.21s,75.8822796,126.46,0.36,-0.358,11.638,0.034,-0.034,9.521,0.015,-0.015,11.4808,3.56E-4,-3.56E-4,22/7/2024,2024-06,,2024-01-01,0.0,0.0,0.0
TOI-2145 b,TOI-2145,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,10.261127,1.1E-5,-1.1E-5,false,0.111,0.002,-0.002,false,12.419,0.31,-0.254,0,1.108,0.028,-0.023,0,1767.0,71.0,-72.0,0,5.5596,0.22339,-0.22654,0,Mass,0.21,0.018,-0.018,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1363,24,-22,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,6200.0,84.0,-81.0,0,2.75,0.06,-0.05,0,1.72,0.03,-0.04,0,0.285,0.061,-0.051,0,[Fe/H],3.79,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h35m01.94s,263.7580753,+40d41m42.15s,40.6950428,224.731,1.102,-1.092,9.07,0.03,-0.03,7.761,0.031,-0.031,8.93651,2.88E-4,-2.88E-4,23/7/2024,2024-06,,2023-01-01,0.0,0.0,0.0
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,3.3601538,4.8E-6,-4.8E-6,false,0.03197,2.2E-4,-2.2E-4,false,1.206,0.039,-0.039,0,0.108,0.003,-0.003,0,1.58,0.26,-0.26,0,0.00497,8.2E-4,-8.2E-4,0,Mass,0.034,0.025,-0.025,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,581,14,-14,0,0,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,M,3506.0,70.0,-70.0,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,-0.2,0.12,-0.12,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,0.01355,-0.01355,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,4.76E-4,-4.76E-4,3/8/2021,2021-10,,2019-01-01,0.0,0.0,0.0
Kepler-10 c,Kepler-10,1,1,3,Transit,2011,Kepler,Published Confirmed,false,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,45.294301,4.8E-5,-4.8E-5,false,0.241,0.0019,-0.0019,false,2.355,0.022,-0.022,0,0.21,0.002,-0.002,0,11.4,1.3,-1.3,0,0.03587,0.00409,-0.00409,0,Mass,0.13,0.05,-0.05,0,18.68,0.57,-0.57,0,578,4,-4,0,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5708.0,28.0,-28.0,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,-0.15,0.04,-0.04,0,[Fe/H],4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.496,0.021,-0.021,10.9191,3.18E-4,-3.18E-4,17/4/2023,2023-04,,2011-01-01,0.0,1.0,0.0
TOI-2095 c,TOI-2095,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,28.17232,1.4E-4,-1.4E-4,false,0.137,0.006,-0.006,false,1.33,0.08,-0.08,0,0.119,0.007,-0.007,0,7.4,29.73406869479874,-29.30560558390571,1,0.02328,0.09352044160942088,-0.09218208047104992,1,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,1.84,0.17,-0.17,0,297,8,-8,0,0,<a refstr=MURGAS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230409220M/abstract target=ref>Murgas et al. 2023</a>,M2.5 V,3759.0,87.0,-87.0,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.24,0.04,-0.04,0,[Fe/H],5.11,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m32.77s,285.6365235,+75d25m06.65s,75.4185135,41.9176,0.05,-0.05,13.19,0.2,-0.2,8.988,0.015,-0.015,12.094,4.21E-4,-4.21E-4,22/8/2023,2023-04,,2023-01-01,0.0,0.0,0.0
TOI-406 c,TOI-406,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,false,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,3.307441,1.0E-5,-8.0E-6,false,0.0322,0.0013,-0.0013,false,1.32,0.12,-0.12,0,0.118,0.011,-0.011,0,2.08,0.23,-0.22,0,0.00654,7.2E-4,-6.9E-4,0,Mass,0.032,0.037,-0.023,0,19.0,3.0,-3.0,0,584,22,-22,0,0,<a refstr=LACEDELLI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240911083L/abstract target=ref>Lacedelli et al. 2024</a>,M3,3392.0,44.0,-44.0,0,0.41,0.03,-0.03,0,0.41,0.05,-0.04,0,-0.02,0.04,-0.04,0,[M/H],4.69,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h17m03.03s,49.2626428,-42d14m38.94s,-42.2441492,31.0597,0.0341,-0.034,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,3.32E-4,-3.32E-4,16/12/2024,2024-09,,2024-01-01,0.0,0.0,0.0
HAT-P-21 b,HAT-P-21,1,1,1,Transit,2010,HATNet,Published Confirmed,false,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.12448,7.0E-6,-7.0E-6,false,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,12.442,1.793,-1.793,0,1.11,0.16,-0.16,0,1547.8321,498.9931,-498.9931,0,4.87,1.57,-1.57,0,Mass,0.23,0.02,-0.02,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5588.0,80.0,-80.0,0,1.21,0.17,-0.17,0,1.24,0.6,-0.6,0,0.01,0.08140913811007251,-0.0808961578400829,0,[Fe/H],4.33,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h25m05.98s,171.2749348,+41d01m40.87s,41.0280207,277.278,3.215,-3.144,11.459,0.025,-0.025,10.111,0.018,-0.018,11.5583,0.001203,-0.001203,25/4/2018,2017-03,,2010-01-01,0.0,5.0,0.0
