Insolation_Flux,temperature,mass,ra,dec
486.9533952254641,558,699.2225,350.1417675,-10.0365901
486.9533952254641,1102,8.7,287.9978721,50.9441847
486.9533952254641,1102,69.92,296.4358022,44.6415369
425.0,1146,238.68913,73.3553101,-32.8003484
486.9533952254641,818,241.5508,99.8979924,25.4824005
149.9,973,9.8,288.9845512,40.0644857
442.0,1276,4.9,290.3926795,40.2849074
486.9533952254641,1102,9.99,290.4132621,38.3437283
495.14,1241,13.71,54.819538,-42.7630276
486.9533952254641,1772,743.71847,294.3374248,35.2764934
486.9533952254641,1035,4.28,351.7717763,-1.2853435
129.8,940,835.57088,70.3397665,-32.3204175
486.9533952254641,1102,3.79,282.4922622,43.9802442
486.9533952254641,781,4.5,256.9817998,32.1053027
486.9533952254641,440,8.4,189.8392243,20.0273377
486.9533952254641,1102,16.13,288.5308924,40.942373
486.9533952254641,1102,257.431,232.5774696,-42.9799461
486.9533952254641,1102,734.16,203.6087259,-66.5811639
486.9533952254641,521,30.0,297.398678,76.1391776
486.9533952254641,1603,228.0,61.4012482,-14.9267458
486.9533952254641,587,117.5971,15.5518893,-61.7561333
59.26,772,156.05375,60.9493919,-25.4089214
486.9533952254641,1102,26.69759,86.8509737,-60.5213081
486.9533952254641,2453,874.0325,314.2685227,31.6610186
486.9533952254641,2212,441.77,269.1479583,-29.5392222
486.9533952254641,1531,260.61929,201.3748265,52.7681036
486.9533952254641,1686,213.255,229.99122,36.229545
486.9533952254641,974,617.22586,22.4458116,-60.7399096
486.9533952254641,862,9.1,251.1158702,70.4299917
486.9533952254641,1397,263.79758,286.7965405,-58.6968348
486.9533952254641,1080,953.48522,57.3389409,-60.7871861
486.9533952254641,701,3.7,51.7501882,-63.500166
486.9533952254641,1102,10.0,174.9602543,0.603596
486.9533952254641,962,308.92921,188.9223576,27.2143766
486.9533952254641,1102,152.5584,335.5129199,45.4573423
486.9533952254641,1710,3082.951,103.5173558,-27.0504156
451.0,1123,4.5,93.0578446,-14.6493167
486.9533952254641,1102,508.52545,290.6198948,60.8539035
602.0,1387,122.68177,171.1303716,-42.7321394
486.9533952254641,420,266.9772,280.7866461,6.2040783
35.1,677,11.24,230.4401147,-48.3188174
18.56,546,26.57,54.819538,-42.7630276
486.9533952254641,1066,2.1,252.426008,-19.5430504
486.9533952254641,722,24.0,258.7623456,18.3403449
486.9533952254641,1567,216.12332,277.7510149,7.1833465
486.9533952254641,1384,198.953,13.0009159,34.728402
486.9533952254641,699,6.3,189.8392243,20.0273377
40.6,703,6.28,42.2476999,-14.5372835
753.9,1458,232.01474,217.9257785,83.3727061
486.9533952254641,1102,23.1,285.2836483,38.9472625
486.9533952254641,510,14.0,283.2125621,45.3496992
486.9533952254641,1102,10.9,300.5171067,44.3815508
486.9533952254641,1102,3.51,287.3265292,48.6733443
299.0,1198,1722.6386,316.6318791,-26.6928654
486.9533952254641,1102,9.2,229.8374423,29.2078771
486.9533952254641,1102,143.02278,329.5639152,71.1316048
486.9533952254641,1102,2.15,290.9734395,45.2902761
486.9533952254641,1645,200.2329,112.4192251,-29.9379163
318.0,1102,4.19,288.9612535,42.2650472
486.9533952254641,1102,6.74,296.1125759,39.9787451
486.9533952254641,885,12.2,280.6671392,6.2191669
7.42,385,42.44,164.8563364,-56.6235564
486.9533952254641,1102,105.833,289.0758307,51.757229
7.6,1102,5.12,284.9410627,46.5664505
2.86,363,298.7587,290.8517961,48.5213243
196.0,955,8.1,251.1158702,70.4299917
486.9533952254641,847,25.0,297.7101763,48.0818635
486.9533952254641,1102,335.62848,123.250703,4.7870288
879.5,1515,11.26782,157.9356855,0.9372782
374.2,1226,1080.622,61.6578005,-25.3496674
24.61,620,6.5,349.3843458,1.3001522
132.0,868,27.4,197.6830975,70.7680117
486.9533952254641,1404,797.7533,112.965421,-73.6060358
486.9533952254641,1100,12.3,43.4344615,69.101345
486.9533952254641,1802,899.45439,26.3389717,77.7901231
486.9533952254641,1626,1332.605,9.5730343,42.4630961
486.9533952254641,1102,43.0,285.3111845,47.8484775
486.9533952254641,1648,340.382,312.4574879,-24.4286938
486.9533952254641,1413,1000.21101,60.9482779,-19.0568182
486.9533952254641,1102,45.4,286.7380152,49.9757383
111.0,903,2.46,154.6449033,-11.717801
486.9533952254641,1650,20.6,89.5988945,-30.8117992
1466.0,1722,30.3,47.7285242,-73.531972
486.9533952254641,1212,207.54299,285.0965172,-54.8933408
36.9,686,3.0,281.4824731,47.2078263
486.9533952254641,1630,140.16303,288.5814928,41.0897335
669.0,1415,1373.0256,7.0539375,42.0613451
486.9533952254641,1102,19.2,305.8398236,54.3943194
486.9533952254641,919,96.4,198.3885831,62.3053799
486.9533952254641,615,16.0,50.5104166,17.2392094
486.9533952254641,1102,206.5895,206.0940142,48.028565
1160.0,1457,242.8209,72.9005729,-34.2262128
486.9533952254641,1102,7.6,313.5110469,72.5806455
3.35,373,7.24,10.0891431,61.2133868
486.9533952254641,533,3.9,189.8392243,20.0273377
34.4,1102,4.5,298.348382,47.4913021
486.9533952254641,381,7.6,296.4797624,49.9376486
480.0,1177,211.99155,58.2639299,-30.8046405
486.9533952254641,1285,13.0,45.9564744,83.5874273
34.9,675,3.02,351.7717763,-1.2853435
255.7,1102,11.56,253.7848853,20.491524
486.9533952254641,1102,540.311,92.6640226,30.9571333
486.9533952254641,208,35.0,283.2125621,45.3496992
486.9533952254641,1701,360.09959,205.3539534,17.6868719
486.9533952254641,1414,224.38798,5.618525,-59.9425892
486.9533952254641,1437,292.4036,346.0750861,-21.2720168
486.9533952254641,881,18.496,65.2383065,-68.1026875
3.43,347,4.1,285.6365235,75.4185135
728.0,1445,69.28659,115.9317105,-1.073333
34.6,675,170.4,355.828682,-2.0450945
486.9533952254641,963,67.059,209.3886452,43.49331
486.9533952254641,1790,177.98,294.5132465,45.9816453
486.9533952254641,1102,349.61125,294.4335228,38.3554729
486.9533952254641,1102,7.57,56.3906096,37.1122803
58.3,696,6.7,349.2310814,-18.6066463
68.6,801,324.18498,15.6543938,51.3038918
21.0,600,8.0,302.0256247,66.8503014
16.0,543,8.32,55.4590314,-62.7672667
486.9533952254641,1212,18.4,162.7766969,25.641065
1915.0,1841,21.8,129.6010863,20.1060074
116.0,902,30.9,171.5151874,1.2306237
486.9533952254641,511,460.83,291.2250888,44.9272918
486.9533952254641,1102,135.0,286.7380152,49.9757383
486.9533952254641,979,4.53,90.9842762,-60.6663348
68.2,800,5.39,148.1851516,6.216103
13.95,538,8.9,157.9356855,0.9372782
486.9533952254641,1143,29.24036,328.5174799,-38.3774193
486.9533952254641,1005,6.4,249.6966397,64.559181
4745.0,2310,2.0,148.1851516,6.216103
486.9533952254641,886,37.3,117.4793699,27.3631342
486.9533952254641,475,122.0,286.830312,42.2791434
6.06,440,1112.39942,107.9210254,-65.5088568
486.9533952254641,1102,170.032,278.5246658,-6.0026026
486.9533952254641,1550,1102.82,98.1724172,-0.0316045
486.9533952254641,1311,7.25,149.1235154,-24.0991859
486.9533952254641,1102,7.49,130.0266951,19.0923416
96.0,871,8.7,16.4625203,11.7537171
55.4,759,85.3,91.0036423,55.0199793
2852.0,2038,7.67,183.7203635,1.9681688
135.3,949,7.4,240.0333095,-23.1894196
3.23,388,1678.1424,292.6274943,37.8601653
486.9533952254641,1102,2161.244,294.0230229,45.8530535
486.9533952254641,1102,25.06,293.6413146,44.6570692
204.0,1052,1.3,291.0323102,49.0402129
486.9533952254641,1102,4.1,300.5171067,44.3815508
940.0,1890,371.85924,4.5239602,59.7661983
486.9533952254641,1102,4.32,348.9490311,-10.8497391
486.9533952254641,1102,54.34893,161.7069053,-9.3993646
486.9533952254641,1102,640.0,285.2836483,38.9472625
486.9533952254641,478,324.2,297.9168433,46.9651146
486.9533952254641,1102,374.71969,297.2158166,64.3543506
406.0,1259,203.41018,307.5966925,-44.8876181
486.9533952254641,1102,4.44,294.2189131,49.4792536
59.7,1102,7.44,297.7950939,40.4176403
275.0,1133,4.66,291.4181275,38.6723124
2300.0,1927,222.47988,142.743406,26.5399951
486.9533952254641,1084,38.1396,208.8567465,-21.2078587
486.9533952254641,1102,2.56,294.2189131,49.4792536
486.9533952254641,1082,84.857,35.3834942,32.2460441
486.9533952254641,1778,471.65972,21.8711012,38.9681137
867.2,1512,241.86742,74.5043816,48.3008551
486.9533952254641,722,1.258,286.8540627,59.0866254
94.1,867,61.5,85.0800537,11.5626373
735.49,1371,4.55,190.0365636,-44.3120777
67.0,795,24.5,205.3758786,-9.9460704
486.9533952254641,1669,387.7526,79.7682532,-71.8955269
2.49,1102,15.0,289.3414629,46.988155
486.9533952254641,2130,3.58,305.4749252,70.9437054
486.9533952254641,705,637.0,21.1861778,21.5130638
486.9533952254641,1330,85.81,280.6296561,6.5138223
486.9533952254641,1102,15.4,242.5734559,-24.9906029
486.9533952254641,1102,441.7837,78.2955912,33.3179532
486.9533952254641,1440,136.661,289.6079433,44.3454347
486.9533952254641,1213,40.4,351.3210955,-15.6346313
486.9533952254641,1896,248.86089,150.5726262,53.9508237
486.9533952254641,751,8.3,168.6376584,25.7105962
486.9533952254641,1102,2.0,297.1150949,41.9091092
191.0,1102,7.13,291.2501859,49.2318073
486.9533952254641,1102,67.0,288.5106679,51.1624235
486.9533952254641,1102,435.41,285.2685283,48.5598835
486.9533952254641,922,6.7,81.8532824,-14.2767404
486.9533952254641,1370,486.2799,110.5126861,-57.384998
486.9533952254641,1060,379.0,287.7411441,-60.2726358
486.9533952254641,1300,108.06,289.4346668,49.473455
486.9533952254641,1776,896.24,297.5936232,40.9772546
232.0,1077,10.15,38.1209678,-78.0236828
486.9533952254641,1102,259.66581,110.7353308,67.2526565
486.9533952254641,1842,2.8,162.7766969,25.641065
486.9533952254641,1102,40.363,294.496955,46.6896733
23.9,615,1.3,284.0592503,44.5183733
236.0,1062,3.03,68.5939529,43.0370395
486.9533952254641,1648,1182.32167,12.9908008,13.0783712
486.9533952254641,1657,740.51,280.6872998,5.9376586
486.9533952254641,2130,4.04,231.7420543,-16.5090014
486.9533952254641,481,169.0,298.2150641,39.9550863
39.0,698,6.36,21.9217346,72.2966148
19.3,584,1.83705,153.7090696,-47.1549358
486.9533952254641,494,5.738,175.5755995,23.0270335
486.9533952254641,1458,156.684,270.4441831,-2.97098
486.9533952254641,1277,194.82979,207.9076746,-23.7812403
486.9533952254641,620,11.1,117.9246417,9.3852412
486.9533952254641,1102,158.9,297.8423073,46.5743595
486.9533952254641,1070,79.45,290.3579781,40.5676965
486.9533952254641,1284,425.57437,75.795382,-30.3994612
486.9533952254641,825,19.8,286.3760037,-41.4376399
486.9533952254641,1102,270.1555,278.9020691,6.4795703
1178.0,1634,260.93843,292.9397825,-26.7402021
43.3,714,10.2,129.6883026,-13.2565267
181.0,1022,9.2,55.2559307,13.5191871
486.9533952254641,1457,117.91493,157.4123405,70.5270835
486.9533952254641,1134,378.2177,160.748095,60.9641194
102.43,895,46.1687,352.1725409,-34.4914099
2000.0,1860,26.0,312.3400744,-70.4850723
486.9533952254641,1358,638.0,163.487394,-25.5245988
486.9533952254641,1017,940.74,281.0725563,6.6632062
4670.0,2300,8.21,13.0800239,10.7947051
50.35,741,15.68,349.3843458,1.3001522
486.9533952254641,1605,189.101,292.8557189,46.3911883
614.0,1385,1938.763,4.859275,44.0275965
486.9533952254641,727,11.9,200.5615762,66.3085331
486.9533952254641,1102,19.0,242.5734559,-24.9906029
486.9533952254641,1000,160.497,292.8729292,41.0641727
486.9533952254641,1102,27.5,253.7848853,20.491524
72.9,743,6.1,328.7181708,-77.3388025
486.9533952254641,447,1652.70772,349.2211822,-5.2015032
486.9533952254641,1102,16.4,298.0794448,44.746248
35.9,681,1.4,287.6979913,42.3385782
486.9533952254641,1102,29.9,285.5739904,38.4008192
486.9533952254641,1230,10.9,234.8578846,-20.1988975
486.9533952254641,634,8.1,252.426008,-19.5430504
486.9533952254641,1102,20.0,285.3111845,47.8484775
486.9533952254641,1679,753.2571,325.0145363,48.4067674
1429.0,1102,206.58846,100.8331246,-66.9476563
714.0,1441,11.0,20.2148196,66.0722009
486.9533952254641,1102,734.1873,100.8480137,27.2521823
1650.0,1774,4.97,8.7401487,4.3807215
486.9533952254641,975,27.0,199.1962036,49.8610591
486.9533952254641,1237,12.5,334.8828486,42.5603141
486.9533952254641,675,129.0,144.5553,23.5467464
3474.0,2141,7.42,49.178124,15.6563542
486.9533952254641,1102,1.9,297.1150949,41.9091092
0.88,243,17.0,285.1670927,41.9669383
