Insolation_Flux,temperature,mass,ra,dec
226.0,1040,32.7,238.108194,-48.1451
486.9533952254641,1242,11.8,161.8795569,36.3294345
486.9533952254641,1898,327.35,102.0798591,-3.1021394
69.7,804,10.4,186.4860415,-1.4047214
130.0,940,1.9,311.2697002,44.5002351
486.9533952254641,1102,232.0159,330.7950219,18.8842419
486.9533952254641,1400,11.1,280.3266806,70.2900536
486.9533952254641,603,22.4,94.2838373,76.21102
486.9533952254641,414,124.90656,70.9975864,-31.9066369
486.9533952254641,1102,406.8224,343.0414932,35.4471778
486.9533952254641,1759,434.1536,253.7688479,-28.7105836
486.9533952254641,1332,687.14846,91.8722801,-25.5948963
1062.0,1588,375.0394,73.7014398,-76.6806061
486.9533952254641,1102,616.5902,66.248142,39.460602
30.4,1102,5.84,286.0471442,45.0532038
486.9533952254641,592,1112.39942,107.4881501,-37.230948
2150.0,1893,309.8827,93.1147397,-23.4924956
486.9533952254641,1620,699.2,296.8136883,47.5265446
486.9533952254641,860,2955.80419,61.6862197,-16.7557546
486.9533952254641,904,95.34852,18.0485164,-56.9253875
486.9533952254641,1102,1.44,331.5031606,39.2988284
1821.0,1818,176.07694,315.9054895,11.9893675
486.9533952254641,704,584.78,288.7930651,48.040176
486.9533952254641,1102,5.42,301.5785316,44.3121639
26.8,634,2.5,296.0039349,-47.5620305
509.2,1323,9.95,309.9712091,-65.4496994
19.1,582,14.95,130.9002258,63.0780768
486.9533952254641,1442,291.438,100.7656871,-1.2964437
2637.0,1998,1694.0339,101.3948048,-33.8816918
7.96,467,3.41,55.4590314,-62.7672667
624.0,1391,1458.83239,161.9090273,71.655727
486.9533952254641,475,2.23,286.4714473,49.6490933
3.4,378,212.94503,299.4268472,40.1433462
642.0,1401,953.49,78.9198197,16.2786991
486.9533952254641,702,19.1,296.2446203,74.0628577
486.9533952254641,1102,10.8,287.8872376,46.2761224
87.6,851,6.1,290.4209694,37.8516556
486.9533952254641,1278,99.0,241.3229012,70.1900397
486.9533952254641,1005,16.6,252.4698351,61.1735768
486.9533952254641,1752,190.372,113.7582526,17.8300283
486.9533952254641,622,17.2,117.4793699,27.3631342
486.9533952254641,785,9.2,293.1507654,41.7291532
3820.0,2188,3.26,285.679298,50.2414842
486.9533952254641,543,1907.0,289.2687388,42.6041819
903.9,1528,210.40346,341.3640336,-14.9917747
486.9533952254641,602,8.52,189.8392243,20.0273377
486.9533952254641,1102,304.16179,164.9324709,-82.2213501
486.9533952254641,1244,172.58169,316.9614798,-26.0967205
486.9533952254641,2061,371.8611,7.3289156,-76.304032
486.9533952254641,2090,546.66486,76.8673317,16.8676948
3152.0,2085,375.0394,216.5238248,59.4442735
247.0,1102,3.83,291.2501859,49.2318073
486.9533952254641,1000,908.96,293.5863887,42.9288624
57.78,767,26.78,120.6116787,64.7971531
486.9533952254641,1199,20.8,88.3784618,-16.2653974
486.9533952254641,1102,263.7989,123.9498431,5.8368669
4.72,410,16.17,348.3372026,57.1696255
331.0,1187,9.7,287.6979913,42.3385782
486.9533952254641,1102,7.93,299.1393094,40.948939
486.9533952254641,723,15.2,186.5242821,61.2589289
132.26,938,47.6745,100.1951714,9.2573953
486.9533952254641,798,11.41004,126.4643579,10.246577
486.9533952254641,1102,11.7,287.9978721,50.9441847
486.9533952254641,1102,184.3414,324.5359781,30.4881882
634.1,1398,305.1168,67.418582,-28.1972149
132.0,943,7.8,12.5467785,-83.7437671
51.29,753,9.7,353.9543517,0.4447043
3260.0,2103,4.97,350.9170464,-1.1891827
600.0,1377,215.80657,284.5483823,-47.0033072
486.9533952254641,1102,327.35,298.6249797,48.57745
486.9533952254641,1102,120.0,289.2262876,49.5482814
486.9533952254641,1102,13.0,284.4824281,44.397891
486.9533952254641,3646,1595.4986,253.1862971,16.5799153
7.3,458,2.68,10.5697537,-36.7179743
469.0,1295,55.61997,224.3560083,44.2743223
486.9533952254641,635,14.1,81.8532824,-14.2767404
486.9533952254641,1102,6.0,300.5171067,44.3815508
486.9533952254641,1486,75.96099,166.8806581,61.3525723
1443.0,1715,251.40353,16.7786879,-75.1989452
486.9533952254641,1102,120.7754,247.6229827,38.3475349
149.0,1038,81.7,146.3970631,-66.6866307
486.9533952254641,799,1900.61387,81.3445824,-34.6682491
486.9533952254641,906,1036.12061,91.5403204,-19.9534443
486.9533952254641,652,19.5,243.4888534,63.5335297
486.9533952254641,894,227.0,204.5426717,-28.1429206
486.9533952254641,798,74.1,306.741134,33.7443882
10.2,498,9.7,129.6883026,-13.2565267
486.9533952254641,1102,616.5902,148.6431193,40.3879446
20.3,590,4.7,281.4824731,47.2078263
486.9533952254641,424,67.4,196.2197201,63.753261
32.0,666,9.13,271.9355015,39.0729269
486.9533952254641,1660,889.9,279.7826586,4.3577516
72.7,814,425.25654,192.1895676,-47.6136789
486.9533952254641,1102,6.35,291.8481764,44.9682807
234.31,1089,9.68,349.3843458,1.3001522
486.9533952254641,595,2.33,44.3388743,76.5514045
486.9533952254641,1375,731.00534,187.6867207,27.4520016
486.9533952254641,970,2302.899,111.9164295,24.3361185
486.9533952254641,1367,292.72143,114.2833819,-32.7554188
486.9533952254641,2128,8.83,338.9837166,-59.864829
486.9533952254641,1102,1.63,348.9490311,-10.8497391
486.9533952254641,1620,1026.5909,285.2408288,46.6682411
77.59,828,6.63,23.5934253,-66.6763495
486.9533952254641,1102,1004.33777,340.0846204,69.5037313
1423.0,1714,464.98529,130.2951535,-16.0363275
11.91,470,18.1,67.4128615,22.8825674
486.9533952254641,1102,181.0,293.7583002,41.871807
486.9533952254641,1955,233.92288,284.4439052,69.5708373
246.0,1135,16.9,337.5102738,-75.6465606
486.9533952254641,1102,731.00534,16.1849423,74.3313055
486.9533952254641,637,17.7,51.6403449,-43.6136649
486.9533952254641,1102,10.8,174.9602543,0.603596
486.9533952254641,993,8.7,203.3974857,49.0608433
22.3,605,731.00534,105.4045516,72.4149297
486.9533952254641,1652,283.492,274.3732697,-3.3810594
486.9533952254641,1429,378.85336,294.6336944,-55.3302692
486.9533952254641,1312,189.10885,176.628323,-33.8600764
6.0,435,5.4,270.3172389,35.5948992
486.9533952254641,1129,10.9,136.777644,46.6724251
729.0,1459,346.4347,165.167198,64.9638452
486.9533952254641,1102,1.58,91.0899861,-55.3115376
486.9533952254641,1264,120.0,167.8214811,69.9647749
1.93,330,15.4,156.74726,-52.4678724
486.9533952254641,999,2.89,82.2900716,-0.3428983
466.6,1296,183.38791,289.2974275,-60.8917599
486.9533952254641,1102,7.3,297.1150949,41.9091092
486.9533952254641,1102,483.0,298.150057,40.6561751
486.9533952254641,1070,403.63,290.5817432,40.5773106
486.9533952254641,700,30.8,64.1902212,-12.0848643
849.5,1505,335.94463,75.4801665,50.1311784
486.9533952254641,1102,25.0,297.1150949,41.9091092
486.9533952254641,1102,2669.66,287.708814,47.33305
486.9533952254641,1102,7.99,133.1468373,28.3298154
6.27,441,4.0,134.7188514,21.0747961
486.9533952254641,1102,27.0,172.1216476,1.6906217
486.9533952254641,284,8.92,172.560141,7.5878315
486.9533952254641,1102,11.3,285.2836483,38.9472625
486.9533952254641,767,3209.9,291.1376203,36.5773443
860.0,1395,22.4,338.3996623,-43.436872
486.9533952254641,873,4.77,7.3020115,-30.4541159
30.0,650,38.15,20.2148196,66.0722009
486.9533952254641,1102,718.2958,101.0526207,-0.2991544
486.9533952254641,1856,597.5204,108.4523991,-33.4373462
486.9533952254641,1030,126.49634,73.7667927,18.654323
924.3,1534,311.47184,39.2823371,54.8512152
486.9533952254641,1781,587.41341,188.2662048,44.9153672
486.9533952254641,806,106.0,297.3330716,41.8911186
486.9533952254641,488,6.15,68.4160804,-51.9573937
486.9533952254641,1102,1093.3352,260.1161719,38.2421682
486.9533952254641,984,29.875,288.7930651,48.040176
486.9533952254641,521,7.72,7.3020115,-30.4541159
872.2,1512,129.03833,215.8014956,24.0765639
486.9533952254641,693,3.34,20.4384281,-46.7147234
486.9533952254641,1102,533.95172,90.6436658,-0.5771099
486.9533952254641,790,12.81,230.4799011,-20.2317975
486.9533952254641,1544,317.82,300.1023512,45.7621918
486.9533952254641,687,147.15455,124.6067582,-19.6627918
486.9533952254641,1102,1.32,306.9286462,-56.4622865
486.9533952254641,1862,429.0705,118.0634379,12.1393474
486.9533952254641,1553,244.09344,102.8474248,-29.0586551
486.9533952254641,1102,9.5,291.1481028,40.669413
235.0,1089,116.00737,298.5508922,48.3325405
416.0,1257,66.10864,176.2499418,-35.640563
46.3,734,7.32,10.0891431,61.2133868
486.9533952254641,1102,1598.35906,155.9841428,-56.8431169
486.9533952254641,1322,166.86075,344.4453632,38.674919
486.9533952254641,1102,584.8072,292.24719,47.9695429
486.9533952254641,1359,589.55,175.5252399,-23.3548451
1521.0,1741,410.0007,15.006077,-58.9047242
0.59,251,2129.45033,298.5508922,48.3325405
39.0,690,82.63539,359.7933851,39.3142556
16.7,563,44.0,226.3371468,36.7869747
486.9533952254641,1102,2.71,291.8481764,44.9682807
486.9533952254641,2008,8.0,245.9079242,54.6900774
4.0,395,6.37,281.1763433,36.5631318
486.9533952254641,1161,177.9848,84.3267559,-27.9725758
486.9533952254641,852,106.47305,19.6101417,6.8167277
138.7,955,14.1,297.028162,48.2086019
6.39,443,10.8,326.8516615,62.7538164
54.0,750,222.47988,69.5523415,39.4580035
486.9533952254641,1092,184.02357,52.3420548,22.2993491
486.9533952254641,1102,53.0,296.3586251,39.1152033
486.9533952254641,1499,165.27077,168.5638892,-37.9101328
486.9533952254641,533,15.0,282.7372281,64.419466
486.9533952254641,1592,1039.3041,358.5588439,-30.0130385
486.9533952254641,752,20.4,293.2866147,-54.5327284
1.2,295,87.08498,289.7636212,51.962683
486.9533952254641,890,24.7,245.9079242,54.6900774
486.9533952254641,1438,148.42,101.2772396,0.8152163
486.9533952254641,1102,721.4741,271.5376722,26.4266061
100.0,880,10.0,302.0256247,66.8503014
14.3,540,2.8,302.0256247,66.8503014
486.9533952254641,387,4.78,68.4160804,-51.9573937
486.9533952254641,825,10.5,117.9246417,9.3852412
923.6,1534,105.83686,33.1540208,-35.3909182
486.9533952254641,1600,165.26,279.7504991,6.9697828
486.9533952254641,1102,921.707,277.6011767,6.8359338
4070.0,2223,1.68,293.7419543,44.4482521
486.9533952254641,1102,8.46,297.0698263,40.5252039
486.9533952254641,1400,135.39558,338.6062312,-13.7318044
991.18,1561,298.12454,232.1466406,66.3587097
78.7,828,11.1,287.6979913,42.3385782
486.9533952254641,1102,5.9,300.5171067,44.3815508
486.9533952254641,1102,54.03083,80.1058735,-59.8954326
486.9533952254641,1218,259.98494,42.7217412,29.0222492
248.0,1103,8.0,11.4802354,6.3470302
486.9533952254641,347,613.4119,293.2815266,45.3096572
486.9533952254641,1102,7.34,291.3861294,41.9901394
486.9533952254641,748,38.5,241.7639371,67.8776404
602.0,1388,96.30201,125.3050544,-46.4842959
49.58,739,39.85588,339.0258401,-17.0003046
486.9533952254641,1460,212.31044,296.8372475,48.2399695
486.9533952254641,517,4049.13391,38.4706782,-10.6573827
21.4,598,13.2,148.1851516,6.216103
486.9533952254641,1500,3302.11,278.4958319,5.5383811
53.0,752,10.18,228.2482353,-16.7246474
486.9533952254641,651,10.7,26.2092533,-18.4013844
3.17,372,2.68,172.3353708,-1.4551364
2.76,359,8.04,154.6449033,-11.717801
3230.0,2097,638.8351,116.3707214,-52.3832587
947.8,1544,533.95172,143.9265177,-60.3574758
25.4,1102,14.7,286.0471442,45.0532038
486.9533952254641,1198,1233.17422,208.9447534,40.3918061
486.9533952254641,686,10.36,293.1507654,41.7291532
486.9533952254641,858,870.8542,174.0098693,-29.5433642
106.9,895,464.02947,171.0147921,-19.5569588
486.9533952254641,1102,2.06,292.1370409,42.4294835
117.7,916,5.4,287.4786474,38.2290751
9.58,490,14.3,157.9356855,0.9372782
486.9533952254641,1486,10.5,297.3330716,41.8911186
486.9533952254641,1102,157.18,297.4653351,42.8828517
486.9533952254641,1101,203.09235,307.4182976,-39.0323568
486.9533952254641,1102,311.4734,274.4055335,36.6214617
486.9533952254641,1121,11.26,230.4799011,-20.2317975
5.7,1102,71.0,289.3414629,46.988155
486.9533952254641,1102,3.94,299.1393094,40.948939
486.9533952254641,388,308.2951,299.1224639,41.8667953
486.9533952254641,867,9.0,354.240829,39.6392793
486.9533952254641,600,874.0,291.0636813,0.7460143
486.9533952254641,696,321.00669,126.5535002,12.281851
486.9533952254641,1413,3.78,283.255507,48.3552474
486.9533952254641,1978,29.32,358.6688767,-37.6282237
486.9533952254641,1102,197.046,267.8677483,-29.8764758
486.9533952254641,2013,375.02,162.6440933,-61.9572476
486.9533952254641,1415,95.3,256.7706392,70.2384806
486.9533952254641,673,14.0,282.7372281,64.419466
598.0,1376,225.65817,119.0598183,-35.1167104
325.0,1182,180.84527,48.4354731,25.1973548
486.9533952254641,1108,111.871,213.1438604,47.0147826
486.9533952254641,1102,136.66,282.6296334,46.3232807
486.9533952254641,688,16.1,217.3920159,39.7903991
486.9533952254641,805,13.8,91.7996988,-61.9972098
486.9533952254641,1669,365.50267,335.3934698,82.2160792
486.9533952254641,1276,340.39593,313.2154754,-25.6873756
486.9533952254641,1102,2542.62726,197.3171237,-60.3084347
486.9533952254641,585,7.943,65.2383065,-68.1026875
486.9533952254641,460,17.2,154.1166869,28.6820708
490.0,1310,7.7,240.0333095,-23.1894196
0.56,1102,1462.01067,296.8241065,43.6248197
486.9533952254641,952,72.78307,221.0582692,5.6053735
62.0,783,657.0,292.6634642,71.7629612
44.0,1102,3.64,297.7950939,40.4176403
486.9533952254641,1479,73.2,211.4593468,16.9923703
486.9533952254641,1580,292.40213,71.0281482,84.3642652
486.9533952254641,1102,1115.5833,42.4366123,71.7530882
486.9533952254641,458,29.0,217.3920159,39.7903991
486.9533952254641,947,58.7,161.8795569,36.3294345
129.1,938,5.4,286.6895986,39.2120802
6.15,438,6.0,293.6792058,46.8527337
486.9533952254641,1327,194.82881,70.4322947,-40.0445299
5.45,426,19.5,316.324003,57.7710946
19.0,531,8.8,75.8462827,-54.1777213
156.75,931,9.72,54.819538,-42.7630276
486.9533952254641,1102,32.4,174.9602543,0.603596
49.0,737,343.0,313.7706819,24.360977
486.9533952254641,1505,689.6911,311.0920041,-19.4375266
486.9533952254641,582,14.8,325.2016451,84.3337613
486.9533952254641,1171,232.0159,62.670422,24.4016558
486.9533952254641,1344,792.635,207.6554928,-6.8040714
486.9533952254641,1102,1951.46642,57.6572277,-15.0262251
2.15,338,6.64,16.6538724,19.2249195
486.9533952254641,1040,1.5,7.3020115,-30.4541159
486.9533952254641,899,26.4,322.6023682,34.7395805
486.9533952254641,1445,299.07803,0.7744866,-62.4693167
486.9533952254641,1001,7.51,36.8678846,-27.6361171
9.91,494,24.5,63.2739346,15.2477027
486.9533952254641,804,100.11645,233.0743401,-22.3583447
89.0,854,7.9,169.4490102,3.8665038
486.9533952254641,543,2.1,296.4797624,49.9376486
10.9,508,1.54,45.4624781,-16.5944956
486.9533952254641,759,133.4886,87.4017825,-54.910423
486.9533952254641,1102,208.81326,86.8509737,-60.5213081
633.0,1395,252.35576,279.3581286,18.7299522
137.6,955,77.23269,288.6720048,-59.5793505
387.4,1237,56.89157,312.4493079,-24.303506
486.9533952254641,1102,1493.7,294.0230229,45.8530535
486.9533952254641,1102,756.4354,94.4447595,-35.706364
486.9533952254641,976,2.0,232.946047,47.0555507
486.9533952254641,1871,57.2,348.0589516,-44.8764852
486.9533952254641,1102,12.97,348.9490311,-10.8497391
65.3,790,258.07796,82.7142134,-36.6309812
1680.0,1783,188.47225,206.0265266,-32.5229747
486.9533952254641,1006,212.31044,222.2100773,22.1526136
486.9533952254641,489,48.8,65.280648,48.8198312
486.9533952254641,1862,3.07,83.2692502,-26.7238698
486.9533952254641,191,2946.26933,258.4503674,64.5661727
486.9533952254641,1102,1102.82,291.7770457,1.3836634
486.9533952254641,594,13.9,119.7735021,15.391209
486.9533952254641,1102,1392.0954,140.6569501,50.6037764
486.9533952254641,1102,8.38,292.2945208,40.5918123
486.9533952254641,439,4.0,296.4797624,49.9376486
486.9533952254641,464,14.5,251.1158702,70.4299917
486.9533952254641,1102,1058.3739,303.1954355,18.1047776
10.5,501,5.11,172.3353708,-1.4551364
486.9533952254641,1054,54.98459,6.7026401,-56.3161021
116.2,913,6.9,208.9014508,-6.1360833
486.9533952254641,2040,257.4423,285.6729033,44.1167513
486.9533952254641,1102,10.84,281.1947316,47.4972606
486.9533952254641,1188,260.61929,276.8100527,20.5268868
486.9533952254641,1443,34.62,95.4162204,11.2516477
486.9533952254641,604,211.35589,207.4738488,-46.0665139
38.0,689,130.9453,63.2662165,20.9151568
486.9533952254641,1429,239.32479,200.6348641,-44.6888393
486.9533952254641,1587,273.3338,347.7043164,-7.8575592
486.9533952254641,1269,1.4,164.7772913,40.9837182
3.0,368,6.57,49.2626428,-42.2441492
486.9533952254641,1102,238.3725,108.8251171,14.2626064
486.9533952254641,1721,327.3649,186.7873036,-48.9784105
33.5,610,4.3,67.4128615,22.8825674
4.82,412,7.5,137.2015437,11.8622503
11.47,512,16.4,232.1326528,27.361073
783.2,1472,734.18362,109.3883818,-19.8289392
583.0,1367,189.42573,264.2735096,25.7311468
486.9533952254641,1089,34.9613,154.6710977,10.1288464
486.9533952254641,1102,3.38,282.4922622,43.9802442
523.0,1331,92.80589,217.6832961,-31.7324526
486.9533952254641,1494,387.0,38.361569,41.0134321
486.9533952254641,1518,222.481,101.9942455,-21.9107112
486.9533952254641,642,8.11,36.8678846,-27.6361171
486.9533952254641,1102,155.7367,182.1662666,-8.7472172
1073.0,1592,3.8,297.028162,48.2086019
486.9533952254641,918,270.47333,126.4337428,-13.5595485
486.9533952254641,694,9.7,257.3288678,71.8766724
1356.0,1688,502.16888,20.1660113,-86.979965
486.9533952254641,850,28.0,101.922543,-3.7192892
486.9533952254641,852,62.61,256.346376,33.0123251
176.2,1015,4.74,348.3372026,57.1696255
486.9533952254641,1102,60.5,353.0331863,-21.8012007
486.9533952254641,1102,563.83042,245.4405531,-23.548273
45.7,650,82.6358,351.1353785,-5.1641451
486.9533952254641,1102,785.0401,155.6814593,50.1287115
204.0,962,295.58042,188.1373172,-9.6076115
486.9533952254641,1102,7.05,291.3861294,41.9901394
161.0,1102,4.16,288.9612535,42.2650472
486.9533952254641,1102,6.75,296.1125759,39.9787451
5.5,425,4.23,197.9965833,65.8336973
5.95,434,38.0,288.9845512,40.0644857
486.9533952254641,1102,1.63,292.1370409,42.4294835
486.9533952254641,1407,167.17858,294.3068385,-22.2044872
3440.0,2132,323.23311,319.6995877,-26.6163743
486.9533952254641,1102,2895.31,292.2367608,41.085871
486.9533952254641,716,1.86,351.7717763,-1.2853435
1.62,315,3.87,3.9579137,13.5576175
486.9533952254641,1102,6.2,299.2242557,40.343167
716.0,1439,78.5,51.6572691,40.8172704
486.9533952254641,1102,69.92,291.5885696,1.4262972
1634.0,1772,182.43351,28.2825719,52.0539209
0.34,254,1322.16617,291.2012559,51.1442437
486.9533952254641,1102,35.5,296.3586251,39.1152033
10.32,499,11.84,157.1440712,65.8541986
486.9533952254641,529,16.0,197.7312286,61.7448492
1230.0,1646,330.54154,139.1125648,69.0741284
1186.0,1633,352.78953,121.8632568,29.3886446
486.9533952254641,2000,352.78,97.0335983,-0.1707293
486.9533952254641,309,7.6,167.7745044,30.4451688
486.9533952254641,1102,699.226,305.4413294,26.6926759
486.9533952254641,911,10.48,129.6894456,23.6852651
486.9533952254641,750,9.0,283.2125621,45.3496992
2.28,806,1379.37529,310.2917002,3.6382967
486.9533952254641,1062,41.31769,259.0172522,72.1611806
17.3,568,1.75,239.5775678,35.4081141
931.0,1540,238.05467,110.1685157,37.1405946
40.3,703,147.15455,124.0338967,33.2914532
45.2,725,788.21445,90.4747237,-13.461371
486.9533952254641,1075,10.0,15.5981441,37.1854394
486.9533952254641,787,37.1,291.5953596,-22.2477071
486.9533952254641,1566,174.4878,127.762837,10.8475571
602.0,1378,10.0,297.028162,48.2086019
486.9533952254641,1102,353.74302,252.0478813,-32.4337532
1146.0,1622,118.23217,68.8465093,56.8682691
486.9533952254641,1102,209.7678,283.3054489,24.1272483
6.8,410,2.3,290.3814122,43.2930645
486.9533952254641,1393,63.9,223.0926408,70.4765573
486.9533952254641,1200,89.4,201.9626552,9.0306437
486.9533952254641,347,959.84179,258.4503674,64.5661727
78.84,871,4.53,225.0798831,-24.4542022
486.9533952254641,1460,2688.8418,264.2630197,53.0212751
486.9533952254641,1102,73.1009,357.8791976,-39.9071215
486.9533952254641,1102,143.0235,183.3660401,23.055687
486.9533952254641,1102,400.4658,68.9598159,-64.027039
486.9533952254641,1520,285.72917,289.4792124,-32.8601244
486.9533952254641,1706,502.15,359.3490277,-41.2772202
486.9533952254641,1480,492.62,133.3242982,8.5230171
486.9533952254641,1102,254.264,17.47474,25.6816494
486.9533952254641,670,274.276,349.6229547,24.889277
486.9533952254641,1102,187.5197,205.4542456,-0.1281712
1393.0,1526,55.30242,61.9410587,-25.2088028
486.9533952254641,1315,146.2,348.4947931,8.7610793
901.9,1528,104.88337,195.7940145,-41.3848617
486.9533952254641,1142,161.45764,334.7969885,-1.8344301
5.91,435,19.1,183.9203614,-18.9103377
486.9533952254641,1102,394.1092,214.6830109,-20.2754374
486.9533952254641,1102,133.4886,309.5112337,-48.4620833
486.9533952254641,1102,473.5667,286.8085258,49.3164211
817.0,1493,61.0,15.7885904,35.3890405
486.9533952254641,1102,162.09249,305.8724366,-44.0587001
486.9533952254641,1500,317.83,7.7095292,-40.5734613
486.9533952254641,1102,908.9938,319.9496969,-58.1489328
486.9533952254641,1340,133.4886,96.7446427,-46.8213635
486.9533952254641,1102,746.9005,158.2250301,-34.9899074
26.71,665,9.6,225.0798831,-24.4542022
486.9533952254641,1102,343.2564,305.0957239,-19.3147271
486.9533952254641,1102,851.7844,75.2996637,-26.0541438
486.9533952254641,1102,432.2488,24.6051389,-55.7720006
486.9533952254641,1623,231.69807,304.2079924,3.2939492
486.9533952254641,2000,355.9696,293.7327826,36.8154936
486.9533952254641,1790,368.6828,314.5754375,-35.7966224
486.9533952254641,1102,572.07,221.9438866,1.0650227
486.9533952254641,1102,772.3269,278.6317411,35.6614312
486.9533952254641,1171,293.03926,58.4290113,-34.3282716
486.9533952254641,2470,232.33373,297.7909214,16.9125679
486.9533952254641,1102,139.8452,195.3597581,-27.5222273
486.9533952254641,1102,731.009,41.0400779,-30.1690785
486.9533952254641,1102,394.1092,227.2154975,2.343286
486.9533952254641,1102,270.1555,190.6188034,-30.6398176
486.9533952254641,1102,41.8,28.7157956,-29.4217086
486.9533952254641,1102,263.7989,240.5492745,28.1696248
64.7,789,6.27,206.8461979,-6.1393369
486.9533952254641,1871,255.85315,246.6920395,51.0411328
486.9533952254641,1942,467.2101,9.4587443,51.288778
486.9533952254641,1120,1875.197,313.9000261,-18.9714084
486.9533952254641,1102,514.8846,166.4296276,-5.0794854
486.9533952254641,1200,282.8687,322.2537644,-58.8361466
486.9533952254641,1460,85.8141,210.1935714,-30.5836084
486.9533952254641,1102,174.8065,356.6667136,31.1559115
486.9533952254641,1729,163.36462,19.5505861,2.7027847
486.9533952254641,833,390.9309,203.1060194,-42.4752733
486.9533952254641,1102,772.3269,39.8976689,-50.0081934
486.9533952254641,1102,692.8694,185.3246821,-52.8408163
486.9533952254641,1102,270.1555,4.6030424,-15.2674044
486.9533952254641,1370,1001.12,348.9930457,31.4627508
486.9533952254641,1102,451.3186,110.3880285,58.2681094
486.9533952254641,900,572.094,24.1678686,-50.659308
486.9533952254641,1111,159.55066,163.7888521,-0.7370663
486.9533952254641,1880,1172.7927,354.1686959,-34.6113042
486.9533952254641,800,9.32,194.468098,-39.7580613
486.9533952254641,1102,2809.6172,218.2766247,21.8946875
486.9533952254641,1160,425.8922,357.846434,-70.1528621
990.0,1557,791.3967,126.3378248,-11.5009889
486.9533952254641,1102,212.9461,52.8180374,-23.8197924
486.9533952254641,1230,378.2,116.7163868,39.0944695
486.9533952254641,2000,266.9772,140.5063164,-23.946102
486.9533952254641,1624,209.13214,357.5806472,-17.0775947
486.9533952254641,1102,371.8611,72.6605916,1.8938365
486.9533952254641,1496,150.96925,224.8728589,46.9600996
486.9533952254641,1716,270.15415,66.3709016,-30.6004362
486.9533952254641,1102,457.6752,337.4578243,-48.0030988
3320.0,2113,366.77398,148.4167672,-45.6591078
1440.0,1715,529.81995,37.1555223,-7.0606675
486.9533952254641,1320,775.5052,60.3855387,-20.4509991
486.9533952254641,1610,676.9779,344.8735878,-60.4478194
486.9533952254641,1102,441.7837,29.2634506,0.7588247
486.9533952254641,1125,10.0,158.9007013,-5.1813735
486.9533952254641,1102,603.877,267.2848846,29.8790428
486.9533952254641,1479,47.03884,311.673345,-41.8209828
486.9533952254641,910,1652.716,168.2929079,-17.6577794
486.9533952254641,1880,1541.4755,62.6160813,-45.8982434
486.9533952254641,1102,2316.9807,65.4695814,57.8172095
486.9533952254641,1102,308.2951,274.7012534,45.1722194
486.9533952254641,1102,114.4188,140.1029654,33.8823291
908.9,1529,349.61125,60.1998256,-54.5929177
486.9533952254641,1102,117.5971,94.3363562,-38.3233826
486.9533952254641,910,37.18611,49.562173,-41.3020235
486.9533952254641,1102,565.714,154.9081869,-9.8064431
486.9533952254641,1102,117.5971,348.1571282,-22.6741248
486.9533952254641,2198,188.15536,299.0506412,17.5699627
486.9533952254641,1102,9.67,159.3412205,-63.6556923
486.9533952254641,1260,139.8452,320.7628761,-40.0484393
413.0,1254,44.17815,164.3491401,-29.9971229
486.9533952254641,1540,854.9627,71.8244347,-17.1151736
36.9,686,7.6,155.8719377,-43.8349248
486.9533952254641,1850,174.8065,68.1364792,-38.9682973
486.9533952254641,1102,807.2882,359.9008737,-35.0313349
486.9533952254641,1102,136.6669,295.7438485,-19.9497314
486.9533952254641,1642,344.52772,171.8450533,-44.0887035
486.9533952254641,1710,340.06,342.3858995,-10.6754686
80.88,1317,16.137,53.1594266,-81.250745
486.9533952254641,555,79.77493,166.0747423,-47.8214964
486.9533952254641,1053,677.61356,31.9091639,-20.661843
486.9533952254641,1590,387.7526,41.6391598,-0.4641252
1400.0,1700,123.9537,279.2624729,40.0186905
486.9533952254641,1102,228.8376,304.538843,-1.0760033
486.9533952254641,1740,149.3801,199.433742,-47.2375748
486.9533952254641,934,41.8,32.782085,2.4181937
486.9533952254641,1102,177.9848,165.3993679,-23.8609457
486.9533952254641,1571,314.6517,166.3187996,-34.1227453
486.9533952254641,1379,98.841,5.1605621,-23.9357894
486.9533952254641,1102,158.915,313.7832393,-34.1357512
207.1,1056,5.72,159.4093183,-40.888259
680.0,1422,508.528,135.4163028,-20.7203686
486.9533952254641,1021,167.49641,192.981203,-42.0736165
188.0,941,9.1,115.1366858,2.0985879
486.9533952254641,1102,95.349,36.7758112,-50.2844247
486.9533952254641,1742,479.9233,0.325761,-8.9262512
233.9,996,2.53,148.3783199,35.570548
38.4,635,23.6,164.5865592,-36.8581092
486.9533952254641,1338,204.68252,223.8199788,-2.0576866
486.9533952254641,1102,321.00669,61.331654,20.1570318
486.9533952254641,1102,117.5971,91.0897193,-16.9653901
486.9533952254641,1102,165.2716,87.1398205,-63.9883286
486.9533952254641,1452,402.05495,175.9080328,6.5637842
486.9533952254641,1102,1341.2426,18.9953122,21.6169065
486.9533952254641,1102,1093.3352,243.9597194,10.0324103
1540.0,1743,225.34147,277.4780753,85.2333208
12.9,482,5.2,160.0658525,-8.5110827
412.0,1253,18.467,222.1654705,-57.5888666
22.3,553,3.65,160.0658525,-8.5110827
486.9533952254641,1102,254.264,291.1623865,55.4730273
486.9533952254641,1102,171.6282,208.9280111,-32.1597118
486.9533952254641,1840,200.2329,315.5319489,7.0562793
486.9533952254641,1604,178.30263,127.3872297,-12.9447683
