radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
11.377,239.32479,1429,Transit,0.0,"[11.377,239.32479,1429.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.572,273.3338,1587,Transit,0.0,"[14.572,273.3338,1587.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.216,1.4,1269,Transit,0.0,"[1.216,1.4,1269.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
2.08,6.57,368,Transit,0.0,"[2.08,6.57,368.0]","[9.352443239718138,0.6206891324968042,0.0,0.026867627785058978]","[0.9352443239718138,0.062068913249680426,0.0,0.002686762778505898]",0.0
14.572,238.3725,1102,Transit,0.0,"[14.572,238.3725,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.274,327.3649,1721,Transit,0.0,"[12.274,327.3649,1721.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.014,4.3,610,Transit,0.0,"[1.014,4.3,610.0]","[9.060188099047728,0.9398119009522719,0.0,0.0]","[0.9060188099047728,0.09398119009522718,0.0,0.0]",0.0
1.015,7.5,412,Transit,0.0,"[1.015,7.5,412.0]","[9.548271361697589,0.42791911449288667,0.0,0.023809523809523808]","[0.9548271361697589,0.042791911449288664,0.0,0.0023809523809523807]",0.0
3.39,16.4,512,Transit,0.0,"[3.39,16.4,512.0]","[9.687145887852184,0.30035571910218284,0.008201131697111222,0.004297261348521537]","[0.9687145887852184,0.030035571910218283,0.0008201131697111221,0.0004297261348521537]",0.0
12.442,734.18362,1472,Transit,0.0,"[12.442,734.18362,1472.0]","[9.27778801553478,0.704762510323459,0.01503959276435671,0.0024098813774041227]","[0.927778801553478,0.07047625103234591,0.001503959276435671,0.00024098813774041226]",0.0
14.841,189.42573,1367,Transit,0.0,"[14.841,189.42573,1367.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
7.398,34.9613,1089,Transit,0.0,"[7.398,34.9613,1089.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.521,3.38,1102,Transit,0.0,"[1.521,3.38,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
14.886,92.80589,1331,Transit,0.0,"[14.886,92.80589,1331.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.199,387.0,1494,Transit,0.0,"[14.199,387.0,1494.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.415,222.481,1518,Transit,0.0,"[14.415,222.481,1518.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.39,8.11,642,Transit,0.0,"[2.39,8.11,642.0]","[9.707657112250265,0.2807548283895556,0.005975008537973708,0.0056130508222057484]","[0.9707657112250265,0.028075482838955564,0.0005975008537973707,0.0005613050822205749]",0.0
14.572,155.7367,1102,Transit,0.0,"[14.572,155.7367,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.536,3.8,1592,Transit,0.0,"[1.536,3.8,1592.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
11.882,270.47333,918,Transit,0.0,"[11.882,270.47333,918.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.365,9.7,694,Transit,0.0,"[2.365,9.7,694.0]","[9.693489461718979,0.2913805662880208,0.009516921170795431,0.0056130508222057484]","[0.9693489461718977,0.029138056628802072,0.000951692117079543,0.0005613050822205748]",0.0
14.37,502.16888,1688,Transit,0.0,"[14.37,502.16888,1688.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
5.0,28.0,850,Transit,0.0,"[5.0,28.0,850.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.153,62.61,852,Transit,0.0,"[11.153,62.61,852.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.602,4.74,1015,Radial Velocity,1.0,"[1.602,4.74,1015.0]","[8.069208119020633,1.9228367080719444,0.002188183807439825,0.005766989099981594]","[0.8069208119020633,0.19228367080719444,0.00021881838074398248,0.0005766989099981595]",0.0
9.17,60.5,1102,Transit,0.0,"[9.17,60.5,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.882,563.83042,1102,Transit,0.0,"[11.882,563.83042,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.676,82.6358,650,Transit,0.0,"[8.676,82.6358,650.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
12.89,785.0401,1102,Transit,0.0,"[12.89,785.0401,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
13.563,295.58042,962,Transit,0.0,"[13.563,295.58042,962.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.2,7.05,1102,Transit,0.0,"[2.2,7.05,1102.0]","[9.775588518369986,0.16467680704617363,0.004743130654110405,0.05499154392973095]","[0.9775588518369984,0.01646768070461736,0.0004743130654110404,0.005499154392973094]",0.0
1.99,4.16,1102,Transit,0.0,"[1.99,4.16,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
1.53,6.75,1102,Transit,0.0,"[1.53,6.75,1102.0]","[9.715208813088978,0.23074619525008336,0.0034273411804261944,0.050617650480511575]","[0.971520881308898,0.02307461952500834,0.0003427341180426195,0.005061765048051159]",0.0
2.62,4.23,425,Transit,0.0,"[2.62,4.23,425.0]","[8.78082169791691,1.2150586269822892,0.0010615711252653928,0.0030581039755351682]","[0.878082169791691,0.12150586269822891,0.00010615711252653928,0.0003058103975535168]",0.0
5.45,38.0,434,Transit,0.0,"[5.45,38.0,434.0]","[9.530308535475724,0.46051433560708077,0.00917712891719494,0.0]","[0.9530308535475724,0.04605143356070808,0.0009177128917194939,0.0]",0.0
1.959,1.63,1102,Transit,0.0,"[1.959,1.63,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
10.862,167.17858,1407,Transit,0.0,"[10.862,167.17858,1407.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
17.318,323.23311,2132,Transit,0.0,"[17.318,323.23311,2132.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
4.0,2895.31,1102,Transit,0.0,"[4.0,2895.31,1102.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
1.13,1.86,716,Transit,0.0,"[1.13,1.86,716.0]","[8.782662763320237,1.2173372366797617,0.0,0.0]","[0.8782662763320237,0.12173372366797616,0.0,0.0]",0.0
0.958,3.87,315,Transit,0.0,"[0.958,3.87,315.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
2.76,6.2,1102,Transit,0.0,"[2.76,6.2,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
6.41,78.5,1439,Transit,0.0,"[6.41,78.5,1439.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
6.39,69.92,1102,Transit,0.0,"[6.39,69.92,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
18.282,182.43351,1772,Transit,0.0,"[18.282,182.43351,1772.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.949,1322.16617,254,Transit,0.0,"[11.949,1322.16617,254.0]","[9.100218051247309,0.8937396160737406,0.006042332678950426,0.0]","[0.9100218051247309,0.08937396160737407,0.0006042332678950427,0.0]",0.0
2.78,35.5,1102,Transit,0.0,"[2.78,35.5,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.12,11.84,499,Transit,0.0,"[3.12,11.84,499.0]","[9.490222810929108,0.4972787960252598,0.008201131697111222,0.004297261348521537]","[0.9490222810929108,0.04972787960252598,0.0008201131697111221,0.0004297261348521537]",0.0
2.744,16.0,529,Transit,0.0,"[2.744,16.0,529.0]","[9.687145887852184,0.30035571910218284,0.008201131697111222,0.004297261348521537]","[0.9687145887852184,0.030035571910218283,0.0008201131697111221,0.0004297261348521537]",0.0
18.495,330.54154,1646,Transit,0.0,"[18.495,330.54154,1646.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.137,352.78953,1633,Transit,0.0,"[13.137,352.78953,1633.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.46,352.78,2000,Transit,0.0,"[14.46,352.78,2000.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.63,7.6,309,Radial Velocity,1.0,"[2.63,7.6,309.0]","[7.861907821353779,2.1339725035454196,0.0010615711252653928,0.0030581039755351682]","[0.786190782135378,0.21339725035454196,0.00010615711252653928,0.0003058103975535168]",0.0
17.822,699.226,1102,Transit,0.0,"[17.822,699.226,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
2.884,10.48,911,Transit,0.0,"[2.884,10.48,911.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
1.31,9.0,750,Transit,0.0,"[1.31,9.0,750.0]","[9.518139820194614,0.4487481529059087,0.006969253813247919,0.02614277308623009]","[0.9518139820194614,0.04487481529059087,0.0006969253813247919,0.002614277308623009]",0.0
12.184,1379.37529,806,Transit,0.0,"[12.184,1379.37529,806.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
2.06,41.31769,1062,Transit,0.0,"[2.06,41.31769,1062.0]","[9.753705646343656,0.2086086815977575,0.01154289897235574,0.02614277308623009]","[0.9753705646343656,0.02086086815977575,0.001154289897235574,0.002614277308623009]",0.0
1.09,1.75,568,Transit,0.0,"[1.09,1.75,568.0]","[9.700688893960288,0.2993111060397123,0.0,0.0]","[0.9700688893960289,0.029931110603971228,0.0,0.0]",0.0
15.614,238.05467,1540,Transit,0.0,"[15.614,238.05467,1540.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
7.23,147.15455,703,Transit,0.0,"[7.23,147.15455,703.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
13.675,788.21445,725,Transit,0.0,"[13.675,788.21445,725.0]","[9.914823026475698,0.07100977509369971,0.012851408956916886,0.0013157894736842105]","[0.9914823026475699,0.007100977509369971,0.0012851408956916885,0.00013157894736842105]",0.0
2.428,10.0,1075,Transit,0.0,"[2.428,10.0,1075.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
7.5,37.1,787,Transit,0.0,"[7.5,37.1,787.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.451,174.4878,1566,Transit,0.0,"[13.451,174.4878,1566.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.597,10.0,1378,Transit,0.0,"[1.597,10.0,1378.0]","[9.701041162557692,0.24137193314854852,0.006969253813247919,0.050617650480511575]","[0.9701041162557693,0.024137193314854855,0.000696925381324792,0.005061765048051159]",0.0
16.69,353.74302,1102,Transit,0.0,"[16.69,353.74302,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.93,118.23217,1622,Transit,0.0,"[14.93,118.23217,1622.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
18.159,209.7678,1102,Transit,0.0,"[18.159,209.7678,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.51,2.3,410,Transit,0.0,"[1.51,2.3,410.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
10.124,63.9,1393,Transit,0.0,"[10.124,63.9,1393.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.349,89.4,1200,Transit,0.0,"[12.349,89.4,1200.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
6.8,959.84179,347,Transit,0.0,"[6.8,959.84179,347.0]","[9.69697520214239,0.29384766894041414,0.00917712891719494,0.0]","[0.9696975202142392,0.02938476689404142,0.0009177128917194941,0.0]",0.0
1.704,4.53,871,Transit,0.0,"[1.704,4.53,871.0]","[9.107180917984413,0.8864787023288913,0.002188183807439825,0.004152195879255081]","[0.9107180917984413,0.08864787023288913,0.00021881838074398248,0.0004152195879255081]",0.0
11.994,2688.8418,1460,Transit,0.0,"[11.994,2688.8418,1460.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
8.631,73.1009,1102,Transit,0.0,"[8.631,73.1009,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.536,143.0235,1102,Transit,0.0,"[10.536,143.0235,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.908,400.4658,1102,Transit,0.0,"[14.908,400.4658,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.773,285.72917,1520,Transit,0.0,"[14.773,285.72917,1520.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.184,502.15,1706,Transit,0.0,"[12.184,502.15,1706.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.464,492.62,1480,Transit,0.0,"[12.464,492.62,1480.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
18.383,254.264,1102,Transit,0.0,"[18.383,254.264,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.687,274.276,670,Transit,0.0,"[8.687,274.276,670.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
17.71,187.5197,1102,Transit,0.0,"[17.71,187.5197,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
9.55,55.30242,1526,Transit,0.0,"[9.55,55.30242,1526.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.24,146.2,1315,Transit,0.0,"[14.24,146.2,1315.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.107,104.88337,1528,Transit,0.0,"[16.107,104.88337,1528.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
17.71,161.45764,1142,Transit,0.0,"[17.71,161.45764,1142.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.734,19.1,435,Transit,0.0,"[2.734,19.1,435.0]","[9.591971489340997,0.39723212668713676,0.007738279996331631,0.0030581039755351682]","[0.9591971489340997,0.039723212668713676,0.0007738279996331631,0.0003058103975535168]",0.0
13.675,394.1092,1102,Transit,0.0,"[13.675,394.1092,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.365,133.4886,1102,Transit,0.0,"[16.365,133.4886,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.244,473.5667,1102,Transit,0.0,"[15.244,473.5667,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
5.09,61.0,1493,Transit,0.0,"[5.09,61.0,1493.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.877,162.09249,1102,Transit,0.0,"[13.877,162.09249,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.89,317.83,1500,Transit,0.0,"[12.89,317.83,1500.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.917,908.9938,1102,Transit,0.0,"[15.917,908.9938,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
16.814,133.4886,1340,Transit,0.0,"[16.814,133.4886,1340.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.693,746.9005,1102,Transit,0.0,"[15.693,746.9005,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
2.587,9.6,665,Transit,0.0,"[2.587,9.6,665.0]","[9.693489461718979,0.2913805662880208,0.009516921170795431,0.0056130508222057484]","[0.9693489461718977,0.029138056628802072,0.000951692117079543,0.0005613050822205748]",0.0
14.796,343.2564,1102,Transit,0.0,"[14.796,343.2564,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.805,851.7844,1102,Transit,0.0,"[15.805,851.7844,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
12.778,432.2488,1102,Transit,0.0,"[12.778,432.2488,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.018,231.69807,1623,Transit,0.0,"[16.018,231.69807,1623.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.278,355.9696,2000,Transit,0.0,"[15.278,355.9696,2000.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.563,368.6828,1790,Transit,0.0,"[13.563,368.6828,1790.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.002,572.07,1102,Transit,0.0,"[13.002,572.07,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.917,772.3269,1102,Transit,0.0,"[15.917,772.3269,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
12.823,293.03926,1171,Transit,0.0,"[12.823,293.03926,1171.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.993,232.33373,2470,Transit,0.0,"[12.993,232.33373,2470.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
11.994,139.8452,1102,Transit,0.0,"[11.994,139.8452,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.46,731.009,1102,Transit,0.0,"[14.46,731.009,1102.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
15.468,394.1092,1102,Transit,0.0,"[15.468,394.1092,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.33,270.1555,1102,Transit,0.0,"[12.33,270.1555,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.64,41.8,1102,Transit,0.0,"[3.64,41.8,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.778,263.7989,1102,Transit,0.0,"[12.778,263.7989,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.043,6.27,789,Transit,0.0,"[2.043,6.27,789.0]","[9.276207417288076,0.6911643644697333,0.0034273411804261944,0.02920087706176526]","[0.9276207417288076,0.06911643644697332,0.00034273411804261944,0.002920087706176526]",0.0
16.376,255.85315,1871,Transit,0.0,"[16.376,255.85315,1871.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
17.901,467.2101,1942,Transit,0.0,"[17.901,467.2101,1942.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.657,1875.197,1120,Transit,0.0,"[11.657,1875.197,1120.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
11.433,514.8846,1102,Transit,0.0,"[11.433,514.8846,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.088,282.8687,1200,Transit,0.0,"[10.088,282.8687,1200.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
