radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
8.564,69.92,1102,Transit,0.0,"[8.564,69.92,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.33,238.68913,1146,Transit,0.0,"[12.33,238.68913,1146.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.581,241.5508,818,Transit,0.0,"[10.581,241.5508,818.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.486,9.8,973,Transit,0.0,"[3.486,9.8,973.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
2.49,4.9,1276,Transit,0.0,"[2.49,4.9,1276.0]","[9.823546575978224,0.1593885065001471,0.006924034972427164,0.010140882549200973]","[0.9823546575978226,0.015938850650014713,0.0006924034972427165,0.0010140882549200974]",0.0
2.514,9.99,1102,Transit,0.0,"[2.514,9.99,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
1.362,13.71,1241,Transit,0.0,"[1.362,13.71,1241.0]","[8.796344539049187,1.1460685566570534,0.006969253813247919,0.050617650480511575]","[0.8796344539049189,0.11460685566570536,0.000696925381324792,0.005061765048051159]",0.0
12.778,743.71847,1772,Transit,0.0,"[12.778,743.71847,1772.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
1.44,4.28,1035,Transit,0.0,"[1.44,4.28,1035.0]","[9.784331840026708,0.20771298706587046,0.002188183807439825,0.005766989099981594]","[0.9784331840026708,0.020771298706587046,0.00021881838074398248,0.0005766989099981595]",0.0
12.094,835.57088,940,Transit,0.0,"[12.094,835.57088,940.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
1.421,3.79,1102,Transit,0.0,"[1.421,3.79,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
2.089,4.5,781,Transit,0.0,"[2.089,4.5,781.0]","[9.21039729225342,0.7806307491125171,0.003503973281124035,0.005467985352939291]","[0.921039729225342,0.07806307491125171,0.0003503973281124035,0.0005467985352939291]",0.0
2.607,8.4,440,Transit,0.0,"[2.607,8.4,440.0]","[9.32393064701297,0.6684077652534085,0.004603483758087117,0.0030581039755351682]","[0.9323930647012969,0.06684077652534084,0.0004603483758087116,0.00030581039755351675]",0.0
2.41,16.13,1102,Transit,0.0,"[2.41,16.13,1102.0]","[9.869921824651547,0.10699303044803028,0.011705104978235256,0.011380039922187342]","[0.9869921824651546,0.010699303044803028,0.0011705104978235255,0.001138003992218734]",0.0
9.976,257.431,1102,Transit,0.0,"[9.976,257.431,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.548,734.16,1102,Transit,0.0,"[10.548,734.16,1102.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
2.304,30.0,521,Transit,0.0,"[2.304,30.0,521.0]","[9.777172314613159,0.20881375115763548,0.012774776856219045,0.0012391573729863693]","[0.9777172314613161,0.020881375115763552,0.0012774776856219047,0.00012391573729863696]",0.0
13.72,228.0,1603,Transit,0.0,"[13.72,228.0,1603.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.478,117.5971,587,Transit,0.0,"[11.478,117.5971,587.0]","[9.910326189587941,0.07565987618285383,0.012774776856219045,0.0012391573729863693]","[0.9910326189587941,0.007565987618285383,0.0012774776856219045,0.00012391573729863693]",0.0
9.909,156.05375,772,Transit,0.0,"[9.909,156.05375,772.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.676,26.69759,1102,Transit,0.0,"[8.676,26.69759,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.861,874.0325,2453,Transit,0.0,"[15.861,874.0325,2453.0]","[9.91550477854056,0.06704574731767866,0.01503959276435671,0.0024098813774041227]","[0.991550477854056,0.006704574731767866,0.001503959276435671,0.00024098813774041226]",0.0
15.278,441.77,2212,Transit,0.0,"[15.278,441.77,2212.0]","[9.903113204810696,0.07695900630156961,0.01627875013734308,0.003649038750390492]","[0.9903113204810697,0.0076959006301569625,0.0016278750137343082,0.0003649038750390493]",0.0
15.278,260.61929,1531,Transit,0.0,"[15.278,260.61929,1531.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.28,213.255,1686,Transit,0.0,"[14.28,213.255,1686.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.52,617.22586,974,Transit,0.0,"[12.52,617.22586,974.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.451,9.1,862,Transit,0.0,"[2.451,9.1,862.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
13.574,263.79758,1397,Transit,0.0,"[13.574,263.79758,1397.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
9.864,953.48522,1080,Transit,0.0,"[9.864,953.48522,1080.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
0.892,3.7,701,Transit,0.0,"[0.892,3.7,701.0]","[7.782662763320238,2.2173372366797617,0.0,0.0]","[0.7782662763320238,0.22173372366797617,0.0,0.0]",0.0
1.11,10.0,1102,Transit,0.0,"[1.11,10.0,1102.0]","[9.701041162557692,0.24137193314854852,0.006969253813247919,0.050617650480511575]","[0.9701041162557693,0.024137193314854855,0.000696925381324792,0.005061765048051159]",0.0
11.142,308.92921,962,Transit,0.0,"[11.142,308.92921,962.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
17.038,152.5584,1102,Transit,0.0,"[17.038,152.5584,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.908,3082.951,1710,Transit,0.0,"[14.908,3082.951,1710.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
1.551,4.5,1123,Radial Velocity,1.0,"[1.551,4.5,1123.0]","[8.110933720152175,1.861309126742383,0.002188183807439825,0.0255689692980014]","[0.8110933720152176,0.18613091267423829,0.00021881838074398248,0.00255689692980014]",0.0
10.088,508.52545,1102,Transit,0.0,"[10.088,508.52545,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
18.103,122.68177,1387,Transit,0.0,"[18.103,122.68177,1387.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.949,266.9772,420,Transit,0.0,"[11.949,266.9772,420.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
2.916,11.24,677,Radial Velocity,1.0,"[2.916,11.24,677.0]","[9.693489461718979,0.2913805662880208,0.009516921170795431,0.0056130508222057484]","[0.9693489461718977,0.029138056628802072,0.000951692117079543,0.0005613050822205748]",0.0
2.607,26.57,546,Transit,0.0,"[2.607,26.57,546.0]","[9.774095391536235,0.21189067423455854,0.012774776856219045,0.0012391573729863693]","[0.9774095391536237,0.021189067423455856,0.0012774776856219047,0.00012391573729863696]",0.0
1.212,2.1,1066,Transit,0.0,"[1.212,2.1,1066.0]","[9.784331840026708,0.20771298706587046,0.002188183807439825,0.005766989099981594]","[0.9784331840026708,0.020771298706587046,0.00021881838074398248,0.0005766989099981595]",0.0
3.05,24.0,722,Transit,0.0,"[3.05,24.0,722.0]","[9.813259478223543,0.17009500859988363,0.014090566329903255,0.0025549468466705798]","[0.9813259478223543,0.017009500859988362,0.0014090566329903254,0.00025549468466705796]",0.0
15.805,216.12332,1567,Transit,0.0,"[15.805,216.12332,1567.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.585,198.953,1384,Transit,0.0,"[13.585,198.953,1384.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.388,6.3,699,Transit,0.0,"[2.388,6.3,699.0]","[9.450514255107407,0.5378976855324128,0.005975008537973708,0.0056130508222057484]","[0.945051425510741,0.05378976855324129,0.0005975008537973709,0.000561305082220575]",0.0
2.415,6.28,703,Transit,0.0,"[2.415,6.28,703.0]","[9.450514255107407,0.5378976855324128,0.005975008537973708,0.0056130508222057484]","[0.945051425510741,0.05378976855324129,0.0005975008537973709,0.000561305082220575]",0.0
13.047,232.01474,1458,Transit,0.0,"[13.047,232.01474,1458.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.8,23.1,1102,Transit,0.0,"[8.8,23.1,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.95,14.0,510,Transit,0.0,"[1.95,14.0,510.0]","[9.388384015456987,0.5787281293791604,0.004781070005808093,0.028106785158045346]","[0.9388384015456988,0.05787281293791604,0.0004781070005808093,0.0028106785158045345]",0.0
3.47,10.9,1102,Transit,0.0,"[3.47,10.9,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
1.48,3.51,1102,Transit,0.0,"[1.48,3.51,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
10.817,1722.6386,1198,Transit,0.0,"[10.817,1722.6386,1198.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
2.268,9.2,1102,Transit,0.0,"[2.268,9.2,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
16.813,143.02278,1102,Transit,0.0,"[16.813,143.02278,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.978,2.15,1102,Transit,0.0,"[1.978,2.15,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
17.598,200.2329,1645,Transit,0.0,"[17.598,200.2329,1645.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.71,4.19,1102,Transit,0.0,"[1.71,4.19,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
2.74,6.74,1102,Transit,0.0,"[2.74,6.74,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
4.88,12.2,885,Transit,0.0,"[4.88,12.2,885.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
3.89,42.44,385,Radial Velocity,1.0,"[3.89,42.44,385.0]","[7.94697520214239,2.043847668940414,0.00917712891719494,0.0]","[0.7946975202142391,0.20438476689404145,0.0009177128917194941,0.0]",0.0
8.449,105.833,1102,Transit,0.0,"[8.449,105.833,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.78,5.12,1102,Transit,0.0,"[2.78,5.12,1102.0]","[9.823546575978224,0.1593885065001471,0.006924034972427164,0.010140882549200973]","[0.9823546575978226,0.015938850650014713,0.0006924034972427165,0.0010140882549200974]",0.0
8.082,298.7587,363,Transit,0.0,"[8.082,298.7587,363.0]","[9.69697520214239,0.29384766894041414,0.00917712891719494,0.0]","[0.9696975202142392,0.02938476689404142,0.0009177128917194941,0.0]",0.0
3.01,8.1,955,Transit,0.0,"[3.01,8.1,955.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
4.901,25.0,847,Transit,0.0,"[4.901,25.0,847.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.93,335.62848,1102,Transit,0.0,"[14.93,335.62848,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.3,11.26782,1515,Transit,0.0,"[3.3,11.26782,1515.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
13.395,1080.622,1226,Transit,0.0,"[13.395,1080.622,1226.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
2.48,6.5,620,Transit,0.0,"[2.48,6.5,620.0]","[8.951449284989806,1.039594234597383,0.004659219064289498,0.004297261348521537]","[0.8951449284989808,0.10395942345973831,0.0004659219064289499,0.0004297261348521538]",0.0
9.19,27.4,868,Transit,0.0,"[9.19,27.4,868.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.067,797.7533,1404,Transit,0.0,"[14.067,797.7533,1404.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
3.182,12.3,1100,Transit,0.0,"[3.182,12.3,1100.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
14.359,899.45439,1802,Transit,0.0,"[14.359,899.45439,1802.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
14.448,1332.605,1626,Transit,0.0,"[14.448,1332.605,1626.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
2.52,43.0,1102,Transit,0.0,"[2.52,43.0,1102.0]","[9.893473364881839,0.08659884623042689,0.01627875013734308,0.003649038750390492]","[0.9893473364881841,0.00865988462304269,0.0016278750137343082,0.0003649038750390493]",0.0
15.48,340.382,1648,Transit,0.0,"[15.48,340.382,1648.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.767,1000.21101,1413,Transit,0.0,"[12.767,1000.21101,1413.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
1.84,45.4,1102,Transit,0.0,"[1.84,45.4,1102.0]","[9.795431247475198,0.147081100268196,0.01154289897235574,0.04594475328424989]","[0.9795431247475198,0.014708110026819602,0.001154289897235574,0.004594475328424989]",0.0
1.325,2.46,903,Transit,0.0,"[1.325,2.46,903.0]","[8.857815599917485,1.1389021243713549,0.002188183807439825,0.0010940919037199124]","[0.8857815599917485,0.11389021243713549,0.00021881838074398248,0.00010940919037199124]",0.0
3.18,20.6,1650,Transit,0.0,"[3.18,20.6,1650.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
3.82,30.3,1722,Transit,0.0,"[3.82,30.3,1722.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.022,207.54299,1212,Transit,0.0,"[14.022,207.54299,1212.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.154,3.0,686,Transit,0.0,"[1.154,3.0,686.0]","[9.63663660637859,0.3633633936214116,0.0,0.0]","[0.9636636606378588,0.03633633936214115,0.0,0.0]",0.0
18.181,140.16303,1630,Transit,0.0,"[18.181,140.16303,1630.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.408,1373.0256,1415,Transit,0.0,"[12.408,1373.0256,1415.0]","[9.240554674163507,0.7451306479329759,0.011904796526112196,0.0024098813774041227]","[0.9240554674163507,0.07451306479329758,0.0011904796526112196,0.00024098813774041226]",0.0
6.21,19.2,1102,Transit,0.0,"[6.21,19.2,1102.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
9.1,96.4,919,Transit,0.0,"[9.1,96.4,919.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.2,16.0,615,Transit,0.0,"[3.2,16.0,615.0]","[8.734204711381595,1.2532968955727712,0.008201131697111222,0.004297261348521537]","[0.8734204711381596,0.12532968955727714,0.0008201131697111221,0.0004297261348521537]",0.0
10.536,206.5895,1102,Transit,0.0,"[10.536,206.5895,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.899,242.8209,1457,Transit,0.0,"[13.899,242.8209,1457.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.22,7.6,1102,Transit Timing Variations,3.0,"[2.22,7.6,1102.0]","[8.775588518369986,0.6646768070461736,0.004743130654110405,0.5549915439297309]","[0.8775588518369984,0.06646768070461735,0.0004743130654110404,0.05549915439297309]",0.0
2.47,7.24,373,Transit,0.0,"[2.47,7.24,373.0]","[8.928574488020447,1.0673058368787527,0.0010615711252653928,0.0030581039755351682]","[0.8928574488020447,0.10673058368787527,0.00010615711252653928,0.0003058103975535168]",0.0
1.94,3.9,533,Transit,0.0,"[1.94,3.9,533.0]","[9.735630002750066,0.261311893274399,0.0,0.0030581039755351682]","[0.9735630002750065,0.0261311893274399,0.0,0.0003058103975535168]",0.0
2.34,4.5,1102,Transit,0.0,"[2.34,4.5,1102.0]","[9.823546575978224,0.1593885065001471,0.006924034972427164,0.010140882549200973]","[0.9823546575978226,0.015938850650014713,0.0006924034972427165,0.0010140882549200974]",0.0
9.7,7.6,381,Transit,0.0,"[9.7,7.6,381.0]","[9.451079795876074,0.5448005290231265,0.0010615711252653928,0.0030581039755351682]","[0.9451079795876073,0.054480052902312635,0.00010615711252653925,0.00030581039755351675]",0.0
14.572,211.99155,1177,Transit,0.0,"[14.572,211.99155,1177.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.296,13.0,1285,Transit,0.0,"[2.296,13.0,1285.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
1.98,3.02,675,Transit,0.0,"[1.98,3.02,675.0]","[9.671577715168366,0.32536418085609836,0.0,0.0030581039755351682]","[0.9671577715168367,0.032536418085609836,0.0,0.0003058103975535168]",0.0
3.41,11.56,1102,Transit,0.0,"[3.41,11.56,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
15.132,540.311,1102,Transit,0.0,"[15.132,540.311,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.41,35.0,208,Transit,0.0,"[1.41,35.0,208.0]","[9.718494323640133,0.24958059475841432,0.008115557791929547,0.023809523809523808]","[0.9718494323640131,0.024958059475841426,0.0008115557791929546,0.0023809523809523803]",0.0
18.495,360.09959,1701,Transit,0.0,"[18.495,360.09959,1701.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.171,224.38798,1414,Transit,0.0,"[13.171,224.38798,1414.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.0,292.4036,1437,Transit,0.0,"[14.0,292.4036,1437.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.199,18.496,881,Transit,0.0,"[2.199,18.496,881.0]","[9.532543273786553,0.4255202201528214,0.011419839525176643,0.03051666653544947]","[0.9532543273786553,0.042552022015282145,0.0011419839525176642,0.003051666653544947]",0.0
1.25,4.1,347,Transit,0.0,"[1.25,4.1,347.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
12.072,69.28659,1445,Transit,0.0,"[12.072,69.28659,1445.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.9,170.4,675,Transit,0.0,"[11.9,170.4,675.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
10.749,67.059,963,Transit,0.0,"[10.749,67.059,963.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.46,177.98,1790,Transit,0.0,"[14.46,177.98,1790.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.45,349.61125,1102,Transit,0.0,"[13.45,349.61125,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.773,7.57,1102,Transit,0.0,"[1.773,7.57,1102.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
2.18,6.7,696,Radial Velocity,1.0,"[2.18,6.7,696.0]","[8.551844473719793,1.4161780048018064,0.0025549468466705798,0.029422574631729558]","[0.8551844473719793,0.14161780048018063,0.00025549468466705796,0.002942257463172956]",0.0
12.599,324.18498,801,Transit,0.0,"[12.599,324.18498,801.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.195,8.0,600,Transit,0.0,"[3.195,8.0,600.0]","[9.551449284989806,0.4395942345973829,0.004659219064289498,0.004297261348521537]","[0.9551449284989808,0.0439594234597383,0.0004659219064289499,0.0004297261348521538]",0.0
2.0,8.32,543,Transit,0.0,"[2.0,8.32,543.0]","[9.325884015456987,0.6412281293791604,0.004781070005808093,0.028106785158045346]","[0.9325884015456987,0.06412281293791604,0.0004781070005808093,0.0028106785158045345]",0.0
3.12,18.4,1212,Transit,0.0,"[3.12,18.4,1212.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
3.88,21.8,1841,Transit,0.0,"[3.88,21.8,1841.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
4.48,30.9,902,Transit,0.0,"[4.48,30.9,902.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.54,460.83,511,Transit,0.0,"[10.54,460.83,511.0]","[9.863267366058528,0.12271869971226558,0.012774776856219045,0.0012391573729863693]","[0.986326736605853,0.01227186997122656,0.0012774776856219047,0.00012391573729863696]",0.0
2.1,135.0,1102,Transit,0.0,"[2.1,135.0,1102.0]","[9.820869843966427,0.11901092482959953,0.012858688446039952,0.0472605427579341]","[0.9820869843966428,0.011901092482959954,0.0012858688446039952,0.00472605427579341]",0.0
