Planet_Name,Host_Star,Default_Flag,Num_Stars,Num_Planets,Discovery_Method,Discovery_Year,Discovery_Facility,Solar_System_Type,Controversial_Flag,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Orbital_Period_Limit_Flag,semi_major_axis,Semi_Major_Axis_Error_Upper,Semi_Major_Axis_Error_Lower,Semi_Major_Axis_Limit_Flag,radius,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,mass,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,Orbital_Eccentricity,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,Insolation_Flux,pl_insolerr1,pl_insolerr2,pl_insollim,temperature,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,st_tefferr1,st_tefferr2,st_tefflim,Star_Radius_Solar,st_raderr1,st_raderr2,st_radlim,Star_Mass_Solar,st_masserr1,st_masserr2,st_masslim,Star_Metallicity,st_meterr1,st_meterr2,st_metlim,st_metratio,Star_Surface_Gravity,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,System_Distance_PC,sy_disterr1,sy_disterr2,System_Visual_Magnitude,sy_vmagerr1,sy_vmagerr2,System_Infrared_Magnitude,sy_kmagerr1,sy_kmagerr2,System_Gaia_Magnitude,sy_gaiamagerr1,sy_gaiamagerr2,Row_Last_Update,Publication_Date,Release_Date,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index,Solar_System_Type_Index,features,scaledFeatures,prediction
TOI-2368 b,TOI-2368,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,5.1750073,1.6e-06,-1.6e-06,False,0.05649,0.001,-0.001,False,10.839,0.404,-0.347,0,0.967,0.036,-0.031,0,206.58846,57.20911,-57.20911,0,0.65,0.18,-0.18,0,Mass,0.061,0.066,-0.042,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1000,44,-31,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,Unknown,5360.0,230.0,-170.0,0,0.85,0.03,-0.03,0,0.9,0.05,-0.05,0,0.1,0.18,-0.15,0,[Fe/H],4.54,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h59m49.83s,134.9576234,-48d29m18.57s,-48.4884929,210.915,1.181,-1.168,12.486,0.069,-0.069,10.342,0.02,-0.02,12.2727,0.000245,-0.000245,23/7/2024,2024-07-01,,2024-01-01,0.0,0.0,0.0,"[10.839,206.58846,1000.0,0.05649]","[1.9697197933153057,0.42738536320647025,2.3081442800755596,0.3042471596527507]",0
TOI-4010 c,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,5.414654,7e-06,-7e-06,False,0.058,0.001,-0.001,False,5.93,0.11,-0.12,0,0.529,0.01,-0.011,0,20.31,2.13,-2.11,0,0.0639,0.0067,-0.00664,0,Mass,0.03,0.03,-0.02,0,112.0,4.0,-4.0,0,907,9,-8,0,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0,[Fe/H],4.54,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,27/6/2023,2023-07-01,,2023-01-01,0.0,0.0,0.0,"[5.93,20.31,907.0,0.058]","[1.0776306277663772,0.04201685189348626,2.0934868620285325,0.3123798063349184]",1
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,1.5227591,3e-07,-3e-07,False,0.01808,0.00015,-0.00015,False,8.7,0.4,-0.4,0,0.77,0.03,-0.03,0,86.7,1.9,-1.9,0,0.273,0.006,-0.006,0,Mass,0.008,0.013,-0.006,0,42.5,1.9,-1.9,0,694,15,-15,0,0,<a refstr=ALMENARA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230801454A/abstract target=ref>Almenara et al. 2023</a>,M3.5 V,3260.0,50.0,-50.0,0,0.36,0.01,-0.01,0,0.34,0.01,-0.01,0,0.27,0.12,-0.12,0,[Fe/H],4.86,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.563961,-13d10m29.43s,-13.1748411,80.1423,0.6481,-0.6379,16.47,0.2,-0.2,11.175,0.026,-0.026,15.1091,0.001287,-0.001287,4/3/2024,2023-08-01,,2023-01-01,0.0,0.0,0.0,"[8.7,86.7,694.0,0.01808]","[1.5810095213435886,0.17936292758076114,1.6018521303724385,0.09737632583681594]",1
Kepler-289 d,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,False,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,66.0282,0.0044,-0.0039,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,3.03,0.08,-0.08,0,0.27,0.007,-0.007,0,5.33,0.43,-0.42,0,0.01677,0.00135,-0.00132,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,Unknown,5990.0,38.0,-38.0,0,1.0,0.02,-0.02,0,1.08,0.02,-0.02,0,0.05,0.04,-0.04,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.438,8.809,-8.809,14.142,0.069,-0.069,12.508,0.022,-0.022,13.9628,0.000365,-0.000365,13/9/2024,2023-02-01,,2014-01-01,0.0,1.0,0.0,"[3.03,5.33,1102.0,0.11312557679914084]","[0.5506274539851809,0.011026579054272859,2.543574996643267,0.6092783753800268]",1
NGTS-18 b,NGTS-18,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,False,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.05125,1e-05,-1e-05,False,0.0448,0.0068,-0.0068,False,13.563,2.018,-2.018,0,1.21,0.18,-0.18,0,129.99182,25.7441,-20.02319,0,0.409,0.081,-0.063,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,845.0,270.0,-270.0,0,1381,55,-53,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G5 V,5610.0,150.0,-150.0,0,1.39,0.21,-0.21,0,1.0,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.16,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m11.09s,180.5462193,-35d32m54.99s,-35.5486091,1096.19,43.11,-40.02,14.588,0.126,-0.126,12.87,0.032,-0.032,14.3896,0.000293,-0.000293,23/4/2021,2021-03-01,,2021-01-01,0.0,8.0,0.0,"[13.563,129.99182,1381.0,0.0448]","[2.4647393262049535,0.2689240299509958,3.187547250784348,0.2412864711000749]",0
TOI-3331 A b,TOI-3331 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.0180231,4.3e-06,-4.4e-06,False,0.03144,0.00048,-0.00055,False,12.98,0.482,-0.482,0,1.158,0.043,-0.043,0,721.47048,50.85255,-50.85255,0,2.27,0.16,-0.16,0,Mass,0.0,0.048,-0.052,0,818.5,70.5,-61.0,0,1488,31,-29,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,Unknown,5609.0,92.0,-87.0,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,0.148,0.084,-0.084,0,[Fe/H],4.49,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h05m17.80s,271.3241672,-34d06m25.82s,-34.107171,217.193,2.748,-2.681,11.635,0.038,-0.038,9.914,0.026,-0.026,11.8314,0.000978,-0.000978,29/8/2022,2022-08-01,,2022-01-01,0.0,0.0,0.0,"[12.98,721.47048,1488.0,0.03144]","[2.358793515751699,1.4925612163309916,3.434518688752433,0.16933139846844544]",0
GJ 143 b,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,35.61253,0.0006,-0.00062,False,0.1915,0.0058,-0.0063,False,2.61,0.17,-0.16,0,0.233,0.015,-0.014,0,22.7,2.2,-1.9,0,0.07142,0.00692,-0.00598,0,Mass,0.188,0.076,-0.078,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,422,15,-14,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640.0,100.0,-100.0,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,[Fe/H],4.61,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,0.0071,-0.0071,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026,22/4/2019,2019-04-01,,2019-01-01,0.0,0.0,0.0,"[2.61,22.7,422.0,0.1915]","[0.4743028564030766,0.04696122786716583,0.9740368861918862,1.031391946778222]",1
K2-417 b,K2-417,1,1,1,Transit,2023,K2,Published Confirmed,False,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,6.535,0.0014,-0.0014,False,0.063,0.006,-0.014,False,3.31,0.14,-0.12,0,0.295,0.012,-0.011,0,699.2225,29.73406869479874,-29.30560558390571,1,2.2,0.09352044160942088,-0.09218208047104992,1,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,558,55,-55,0,0,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3861.0,77.0,-77.0,0,0.58,0.0,0.0,0,0.57,0.01,-0.01,0,0.06199999999999998,0.08140913811007251,-0.0808961578400829,0,Unknown,4.67,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h20m34.02s,350.1417675,-10d02m11.72s,-10.0365901,94.0424,0.3023,-0.3003,13.909,0.077,-0.077,10.06,0.019,-0.019,13.1533,0.00059,-0.00059,10/7/2023,2023-07-01,,2023-01-01,0.0,2.0,0.0,"[3.31,699.2225,558.0,0.063]","[0.6015105190399171,1.4465351168435843,1.2879445082821623,0.33930909998448033]",1
Kepler-113 c,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,False,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,8.92507,0.013030851033519556,-0.009756004813780271,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,2.18,0.06,-0.06,0,0.194,0.005,-0.005,0,8.7,29.73406869479874,-29.30560558390571,1,0.02737,0.09352044160942088,-0.09218208047104992,1,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,4725.0,74.0,-74.0,0,0.69,0.02,-0.02,0,0.75,0.06,-0.06,0,0.05,0.07,-0.07,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.351,1.117,-1.107,13.655,0.103,-0.103,11.255,0.023,-0.023,13.4598,0.000215,-0.000215,12/10/2016,2014-02-01,,2014-01-01,0.0,1.0,0.0,"[2.18,8.7,1102.0,0.11312557679914084]","[0.39616100649758895,0.01799835605481686,2.543574996643267,0.6092783753800268]",1
Kepler-34 b,Kepler-34,1,2,1,Transit,2011,Kepler,Published Confirmed,False,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,288.822,0.063,-0.081,False,1.0896,0.0009,-0.0009,False,8.564,0.135,-0.157,0,0.764,0.012,-0.014,0,69.92,3.496,-3.178,0,0.22,0.011,-0.01,0,Mass,0.182,0.016,-0.02,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=WELSH_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.481..475W/abstract target=ref> Welsh et al. 2012 </a>,Unknown,5913.0,130.0,-130.0,0,1.16,0.0,0.0,0,1.05,0.0,0.0,0,-0.07,0.15,-0.15,0,[M/H],4.33,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m44.59s,296.4358022,+44d38m29.53s,44.6415369,1800.82,87.53,-79.9,15.087,0.115,-0.115,13.238,0.035,-0.035,14.8297,0.00032,-0.00032,14/5/2014,2012-01-01,,2011-01-01,0.0,1.0,0.0,"[8.564,69.92,1102.0,1.0896]","[1.556294889745574,0.1446488569371029,2.543574996643267,5.868431672112536]",2
NGTS-15 b,NGTS-15,1,1,1,Transit,2021,Next-Generation Transit Survey (NGTS),Published Confirmed,False,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,3.27623,1e-05,-1e-05,False,0.0441,0.0046,-0.0046,False,12.33,1.121,-1.121,0,1.1,0.1,-0.1,0,238.68913,32.4185,-27.9689,0,0.751,0.102,-0.088,0,Mass,0.0,0.04802127868852457,-0.04109831850117093,0,425.0,98.0,-98.0,0,1146,47,-47,0,0,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,G6 V,5600.0,150.0,-150.0,0,0.95,0.08,-0.08,0,0.99,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.4,0.12,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h53m25.27s,73.3553101,-32d48m01.25s,-32.8003484,786.485,10.685,-10.408,14.669,0.149,-0.149,12.907,0.036,-0.036,14.4299,0.000341,-0.000341,23/4/2021,2021-03-01,,2021-01-01,0.0,8.0,0.0,"[12.33,238.68913,1146.0,0.0441]","[2.2406721147317756,0.4937944767993643,2.6451333449665917,0.23751636998913625]",0
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,HATNet,Published Confirmed,False,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,3.799847,1.4e-05,-1.4e-05,False,0.04117,0.00043,-0.00043,False,10.581,0.314,-0.314,0,0.944,0.028,-0.028,0,241.5508,10.17056,-10.17056,0,0.76,0.032,-0.032,0,Mass,0.074,0.04802127868852457,-0.04109831850117093,1,486.9533952254641,39.427112299465236,-35.799064171123014,0,818,12,-12,0,0,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,Unknown,4390.0,50.0,-50.0,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,-0.127,0.08,-0.08,0,[Fe/H],4.67,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h39m35.52s,99.8979924,+25d28m56.64s,25.4824005,143.651,0.583,-0.579,13.398,0.069,-0.069,10.326,0.019,-0.019,13.0172,0.001035,-0.001035,24/4/2015,2015-04-01,,2015-01-01,0.0,5.0,0.0,"[10.581,241.5508,818.0,0.04117]","[1.922834683372013,0.4997146326121675,1.888062021101808,0.22173580391049294]",1
Kepler-103 b,Kepler-103,1,1,2,Transit,2014,Kepler,Published Confirmed,False,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,15.9653287,9.2e-06,-9.2e-06,False,0.13223,0.00085,-0.0013,False,3.486,0.057,-0.054,0,0.311,0.005,-0.005,0,9.8,3.9,-3.9,0,0.03083,0.01227,-0.01227,0,Mass,0.093,0.04802127868852457,-0.04109831850117093,1,149.9,8.6,-8.6,0,973,13,-13,0,1,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,6009.0,64.0,-64.0,0,1.49,0.02,-0.02,0,1.21,0.02,-0.03,0,0.16,0.04,-0.04,0,[Fe/H],4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,17/4/2023,2023-04-01,,2014-01-01,0.0,1.0,0.0,"[3.486,9.8,973.0,0.13223]","[0.6334941599314656,0.020274010268644282,2.2458243845135195,0.7121720998563148]",1
Kepler-109 b,Kepler-109,1,1,2,Transit,2014,Kepler,Published Confirmed,False,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,6.4816307,4.8e-06,-4.8e-06,False,0.0701,0.0019,-0.0019,False,2.49,0.11,-0.11,0,0.222,0.01,-0.01,0,4.9,29.73406869479874,-29.30560558390571,1,0.01542,0.09352044160942088,-0.09218208047104992,1,Mass,0.11,0.04802127868852457,-0.04109831850117093,1,442.0,34.0,-34.0,0,1276,23,-23,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5950.0,62.0,-62.0,0,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,-0.02,0.065,-0.065,0,[Fe/H],4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m34.24s,290.3926795,+40d17m05.67s,40.2849074,474.861,5.349,-5.233,12.398,0.057,-0.057,11.001,0.017,-0.017,12.2955,0.000137,-0.000137,17/4/2023,2023-04-01,,2014-01-01,0.0,1.0,0.0,"[2.49,4.9,1276.0,0.0701]","[0.45249582852247544,0.010137005134322141,2.9451921013764144,0.3775486969668583]",1
Kepler-24 c,Kepler-24,1,1,4,Transit,2011,Kepler,Published Confirmed,False,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,12.33,0.013030851033519556,-0.009756004813780271,False,0.11312557679914084,0.002684978260869558,-0.0027789380434782513,,2.514,0.098,-0.098,0,0.224,0.009,-0.009,0,9.99,2.01,-1.66,0,0.03143,0.00632,-0.00522,0,Mass,0.014,0.011,-0.011,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1102,28,-27,0,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,Unknown,6028.0,116.0,-116.0,0,1.1,0.04,-0.04,0,1.06,0.07,-0.07,0,0.06199999999999998,0.08140913811007251,-0.0808961578400829,0,Unknown,4.392565130260518,0.05862208713272568,-0.05907801418439738,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,32.08,-32.08,15.04,0.08,-0.08,13.372,0.037,-0.037,14.9234,0.000356,-0.000356,10/6/2024,2023-01-01,,2011-01-01,0.0,1.0,0.0,"[2.514,9.99,1102.0,0.11312557679914084]","[0.45685723409859563,0.02066707781466902,2.543574996643267,0.6092783753800268]",1
TOI-411 b,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,4.040295,1.5e-05,-1.4e-05,False,0.05727,0.00085,-0.00082,False,1.362,0.04,-0.04,0,0.122,0.004,-0.004,0,13.71,29.73406869479874,-29.30560558390571,1,0.04314,0.09352044160942088,-0.09218208047104992,1,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,495.14,23.84,-23.22,0,1241,14,-14,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,Unknown,6169.0,64.0,-64.0,0,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,-0.08,0.04,-0.04,0,[Fe/H],4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,0.1161,-0.1156,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,10/7/2023,2023-06-01,,2022-01-01,0.0,0.0,0.0,"[1.362,13.71,1241.0,0.05727]","[0.24750976644482392,0.028362926610521748,2.8644070515737696,0.3084481294620824]",1
TOI-5232 b,TOI-5232,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,False,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,4.0966692,6.7e-06,-6.7e-06,False,0.05593,0.0009,-0.001,False,12.778,0.572,-0.504,0,1.14,0.051,-0.045,0,743.71847,50.85255,-50.85255,0,2.34,0.16,-0.16,0,Mass,0.035,0.034,-0.024,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1772,40,-45,0,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,Unknown,6500.0,180.0,-190.0,0,1.78,0.07,-0.06,0,1.39,0.07,-0.07,0,-0.104,0.11,-0.086,0,[Fe/H],4.08,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m20.98s,294.3374248,+35d16m35.38s,35.2764934,609.388,8.75,-8.511,12.246,0.069,-0.069,10.857,0.018,-0.018,12.168,0.000182,-0.000182,4/11/2024,2024-07-01,,2024-01-01,0.0,0.0,0.0,"[12.778,743.71847,1772.0,0.05593]","[2.3220850188193536,1.5385873365061646,4.090031664293892,0.3012310787639998]",0
GJ 9827 b,GJ 9827,1,1,3,Transit,2017,K2,Published Confirmed,False,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,1.208974,1e-06,-1e-06,False,0.0189,0.0004,-0.0004,False,1.44,0.09,-0.07,0,0.128,0.008,-0.006,0,4.28,0.35,-0.33,0,0.01347,0.0011,-0.00104,0,Mass,0.09342613987473901,0.04802127868852457,-0.04109831850117093,0,486.9533952254641,39.427112299465236,-35.799064171123014,0,1035,29,-29,0,0,<a refstr=PASSEGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240106276P/abstract target=ref>Passegger et al. 2024</a>,K7 V,4236.0,12.0,-12.0,0,0.58,0.03,-0.03,0,0.62,0.04,-0.04,0,-0.29,0.03,-0.03,0,[Fe/H],4.72,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,9/1/2025,2024-01-01,,2017-01-01,0.0,2.0,0.0,"[1.44,4.28,1035.0,0.0189]","[0.2616843345672147,0.008854363668346686,2.3889293298782044,0.1017927299953441]",1
